"time","hosp_occup_mean","hosp_occup_median","hosp_occup_q25","hosp_occup_q75","hosp_admit_mean","hosp_admit_median","hosp_admit_q25","hosp_admit_q75","icu_occup_mean","icu_occup_median","icu_occup_q25","icu_occup_q75","icu_admit_mean","icu_admit_median","icu_admit_q25","icu_admit_q75","new_infect_mean","new_infect_median","new_infect_q25","new_infect_q75","new_deaths_mean","new_deaths_median","new_deaths_q25","new_deaths_q75"
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.691,1,1,2,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.897,4,2,5,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.794,6,3,8,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.39,7,5,10,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.046,9,6,12,0,0,0,0
"2020-02-06",0.143,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,10.825,10,7,14,0,0,0,0
"2020-02-07",0.498,0,0,1,0.355,0,0,1,0,0,0,0,0,0,0,0,12.674,12,8,16,0,0,0,0
"2020-02-08",1.045,1,0,2,0.547,0,0,1,0,0,0,0,0,0,0,0,15.183,14,9,20,0,0,0,0
"2020-02-09",1.806,2,1,3,0.761,1,0,1,0,0,0,0,0,0,0,0,17.858,16,11,23,0,0,0,0
"2020-02-10",2.755,2,1,4,0.949,1,0,1,0,0,0,0,0,0,0,0,21.276,19,12.75,27,0,0,0,0
"2020-02-11",3.86,3,2,5,1.105,1,0,2,0,0,0,0,0,0,0,0,25.463,21,15,33,0,0,0,0
"2020-02-12",5.149,5,3,7,1.289,1,0,2,0,0,0,0,0,0,0,0,30.21,26,18,39,0,0,0,0
"2020-02-13",6.608,6,4,9,1.459,1,0,2,0,0,0,0,0,0,0,0,35.771,30,20,46.25,0,0,0,0
"2020-02-14",8.456,8,5,11,1.848,2,1,3,0,0,0,0,0,0,0,0,42.957,36,23,55.25,0,0,0,0
"2020-02-15",10.64,9,6,14,2.184,2,1,3,0,0,0,0,0,0,0,0,50.913,41,27,65,0,0,0,0
"2020-02-16",13.203,12,8,17,2.563,2,1,4,0,0,0,0,0,0,0,0,61.369,48.5,30,81,0,0,0,0
"2020-02-17",16.114,14,10,21,3.054,3,1,4,0.047,0,0,0,0.047,0,0,0,72.766,56.5,36,94,0.026,0,0,0
"2020-02-18",19.256,17,12,25,3.497,3,1,5,0.162,0,0,0,0.115,0,0,0,87.033,66,40,111,0.032,0,0,0
"2020-02-19",23.156,20,14,30,4.447,4,2,6,0.325,0,0,1,0.163,0,0,0,104.031,78,47,136.25,0.057,0,0,0
"2020-02-20",27.446,23,16,35,5.051,4,2,7,0.592,0,0,1,0.267,0,0,0,124.921,90,53,163,0.073,0,0,0
"2020-02-21",32.703,27,19,42,6.206,5,3,9,0.866,1,0,1,0.274,0,0,0,149.562,106,63,192,0.096,0,0,0
"2020-02-22",38.893,32,21,50,7.295,6,3,10,1.261,1,0,2,0.395,0,0,1,180.168,126.5,71,228.25,0.102,0,0,0
"2020-02-23",46.162,37.5,24,59,8.558,6,4,12,1.666,1,1,3,0.405,0,0,1,215.438,149,82,274.25,0.129,0,0,0
"2020-02-24",55.315,44,28,73,10.612,8,4,14,2.13,2,1,3,0.464,0,0,1,258.829,174,94,326,0.129,0,0,0
"2020-02-25",65.818,51,32,86,12.351,9,5,16,2.725,2,1,4,0.595,0,0,1,311.448,203.5,110,392,0.182,0,0,0
"2020-02-26",78.675,60,38,103,15.041,11,6,19,3.428,3,2,5,0.703,0,0,1,374.982,243,127,462.75,0.231,0,0,0
"2020-02-27",93.936,71,43,123,17.824,12,7,23,4.2,4,2,6,0.772,1,0,1,452.675,283,146.75,552.25,0.242,0,0,0
"2020-02-28",112.536,82,51,145,21.654,15,9,27,5.135,5,3,7,0.935,1,0,1,544.756,331,168,654.5,0.297,0,0,0
"2020-02-29",134.759,96,58,172.25,25.72,18,9,33,6.261,6,3,8,1.126,1,0,2,657.002,390,191.75,790.5,0.356,0,0,1
"2020-03-01",161.558,114,67,205,31.246,21,11,40,7.703,7,4,10,1.442,1,0,2,791.026,457,223.75,935.5,0.467,0,0,1
"2020-03-02",194.265,134,78,244.25,37.758,25,13,47,9.411,8,5,12,1.708,1,0,2,955.894,532.5,252.25,1131.25,0.522,0,0,1
"2020-03-03",232.924,156,87.75,291,44.865,27,14,56,11.38,10,6,15,1.969,1,1,3,1155.108,623,292.75,1348.75,0.621,0,0,1
"2020-03-04",279.807,183.5,101,344.25,54.178,33,17,68.25,13.691,11,7,18,2.358,2,1,3,1395.669,725.5,333,1612,0.759,0,0,1
"2020-03-05",336.833,216.5,115,411.25,65.584,39.5,19,81,16.341,13,8,21,2.765,2,1,4,1687.969,849,389,1916.5,0.852,1,0,1
"2020-03-06",405.577,254,135.75,495.5,79.356,45,23,98,19.574,16,10,25,3.396,2,1,5,2041.687,990.5,442.5,2338.5,0.995,1,0,2
"2020-03-07",489.163,298,154,593,95.937,54,25,113.5,23.222,18,11,30,3.915,3,1,5,2471.768,1173.5,500,2784.75,1.242,1,0,2
"2020-03-08",589.186,349,175.75,706,115.064,60.5,29,138,27.758,21,13,36,4.81,4,2,7,2994.687,1367,590.5,3324,1.51,1,0,2
"2020-03-09",710.609,408,204.75,843.5,139.247,73,34,165,33.049,25,15,44,5.686,4,2,8,3630.608,1616,677.75,4023,1.789,1,0,2
"2020-03-10",858.114,474.5,232.75,1017.5,169.159,86,39,196.25,39.649,29,17.75,51.25,7.005,5,2,9,4399.836,1875,773.25,4746,2.185,1,0,3
"2020-03-11",1037.176,563,269.75,1209.25,204.782,101,44,232.5,47.44,35,20,62,8.255,5,3,11,5331.441,2182,892.75,5765.75,2.526,2,1,4
"2020-03-12",1253.219,664.5,312,1464.25,247.289,119,51,280.25,57.019,41,24,74,10.174,7,3,13,6467.872,2591,1028.5,6879,3.123,2,1,4
"2020-03-13",1515.217,772.5,362,1742.75,299.756,139.5,59,331.25,68.385,48.5,27,88,12.069,8,4,16,7846.746,3034.5,1196.5,8223.75,3.759,2,1,5
"2020-03-14",1833.023,914.5,410.5,2073.25,362.671,161,69,389.25,82.029,57,31.75,104,14.416,9,4,19,9089.776,3355.5,1300,9344.5,4.594,3,1,6
"2020-03-15",2219.099,1066.5,465.5,2483.25,440.254,189.5,78,477,98.575,66.5,36.75,123.25,17.481,10,5,21.25,10390.359,3758,1419.25,10600.75,5.404,3,1,7
"2020-03-16",2686.633,1247.5,537,2998.5,533.118,218.5,87.75,572.25,118.334,78.5,42,150.25,20.885,13,6,26,11960.468,4176,1563.75,12062,6.465,4,1,8
"2020-03-17",3252.598,1458,613.5,3605.25,645.321,254,102.75,687.5,142.593,92.5,48.75,178,25.701,15,7,32,13811.289,4645.5,1717.75,13797.25,8.187,5,2,10
"2020-03-18",3941.434,1713,705.5,4309.25,784.773,296.5,118.75,819.25,171.435,108.5,56,210.25,30.55,17,8,37,15953.454,5237,1905.5,15614.75,9.714,5,2,12
"2020-03-19",4736.302,1997.5,797,5110,909.932,340.5,132.25,935.75,206.224,125,64.75,249.25,36.758,20,9,44,18422.391,5886,2122.75,18138.25,11.577,6,3,15
"2020-03-20",5633.864,2309.5,906.5,5989.75,1036.809,375.5,145,1045,248.534,145,74,295.25,44.668,23,10,51.25,21254.284,6619.5,2322.25,20524,13.951,7,3,17
"2020-03-21",6658.262,2624,1020,6967.5,1193.557,418,155.75,1210,299.875,171,84,354.25,54.106,28,12,63,22527.082,6848,2386.25,21774.5,17.099,9,4,20
"2020-03-22",7833.242,3020,1152.25,8125.75,1379.762,470,173.25,1379,362.294,201,95,431,65.815,32,14,75,23100.295,6982,2413.75,22116.25,20.553,10,4,24
"2020-03-23",9178.652,3397.5,1280.75,9428.75,1592.699,533,185,1572,437.628,236,112.75,517,79.249,38,16,93.25,23921.144,7075,2428.75,22723.25,24.725,12,5,28
"2020-03-24",10721.157,3844,1444,10844.75,1842.261,595.5,213,1780,528.792,277.5,130.75,617.25,95.974,44,19,106,24933.831,7253.5,2439.5,23698,29.94,14,6,35
"2020-03-25",12481.073,4315,1607.75,12532.5,2122.587,666,236.5,2092.75,639.415,325.5,148,731.75,116.309,52,22,127,26009.804,7447,2488.5,24514.25,36.132,16.5,6,41
"2020-03-26",14291.084,4782.5,1762.75,14172.75,2250.265,684.5,238,2183.75,773.105,386.5,171.75,876,140.695,61,25,150.25,27140.746,7786,2560.5,25741.5,44.18,19,7,48
"2020-03-27",16066.174,5232.5,1914.5,15748.25,2308.208,713,232.75,2190,935.473,448.5,197,1047.25,170.623,70.5,28,181.25,28311.386,7959,2629.75,26892.5,53.18,22,9,59
"2020-03-28",17810.237,5690,2054.5,17317,2389.384,694,241.5,2264,1132.033,523.5,223,1258.25,206.734,82,33,222.25,29532.506,8161,2641.25,28030,64.53,25,10,69.25
"2020-03-29",19519.389,6114,2187.75,18892.5,2493.925,728,250.5,2399.25,1371.588,614,257.5,1513,251.624,97,37.75,259,30769.308,8390.5,2694,29035.25,78.493,31,12,83.25
"2020-03-30",21210.335,6524,2302,20566,2600.878,740,248.75,2497.5,1648.361,718.5,291.75,1799,291.189,108,42.75,296.25,32042.83,8664,2766,29971.25,90.932,36,13,93
"2020-03-31",22888.064,6944,2415.25,21996,2714.538,778,256.75,2552.75,1962.91,827.5,332.75,2117.25,332.03,119.5,44,332,33331.321,9020.5,2785.25,31331,103.847,38,14,105
"2020-04-01",24527.244,7364.5,2540.5,23591.5,2832.737,802,251,2704.25,2323.847,954,377.75,2465.25,381.822,137.5,49.75,388.25,34667.855,9314.5,2850.75,32468.25,118.773,42,16,122
"2020-04-02",26101.283,7709.5,2651.5,24987.25,2953.801,817.5,266.5,2746,2739.534,1085.5,424.25,2866.25,441.388,152,55.75,443.5,36006.351,9592,2920.25,34083.5,137.93,49,17,139
"2020-04-03",27587.444,8036,2750.5,26388.5,3078.86,842,267.75,2939.5,3219.656,1230,473.5,3321,510.672,170.5,60.75,515.25,37360.574,9934.5,2971.5,35351,159.297,53.5,20,154.25
"2020-04-04",28950.609,8314,2822,27699.25,3205.426,873,272,3022.75,3772.414,1397.5,527,3876,589.516,191,68,570.25,38731.258,10316.5,3008.75,36784,184.589,61,21,181
"2020-04-05",30163.179,8575.5,2857.5,28602.75,3335.157,910,284.75,3148.75,4407.422,1580.5,594.5,4495.5,679.676,216,74,671,40136.145,10599.5,3057,38541,212.461,70,25,208
"2020-04-06",31380.624,8773.5,2888.25,29822.75,3467.71,946,283.75,3272.5,5073.668,1783.5,666.75,5102.75,720.352,221.5,75,703.25,41546.362,10905,3092,40408.75,226.326,70,24,220.25
"2020-04-07",32673.127,9039,2929.75,31069.75,3600.711,952,291.75,3410.5,5745.774,1972.5,727.25,5700,737.921,222,78,693.25,42966.421,11262.5,3105.75,41807.25,230.27,71.5,23.75,219.75
"2020-04-08",34022.928,9284,2967.75,32171.75,3739.185,1007,295.5,3554.5,6431.508,2163,791.25,6321,764.983,231.5,77,737.5,44433.704,11476.5,3192.5,43110.5,238.5,73,24,225.5
"2020-04-09",35404.625,9619.5,3015,33432.25,3875.622,1033.5,294.75,3685.5,7133.373,2349,855.75,6948.5,797.839,234,79,755.25,45890.792,11783,3225,44749.5,249.15,72.5,25,237.25
"2020-04-10",36820.604,9909,3081.25,34544.5,4016.857,1056.5,307.5,3801.75,7849.864,2524,914,7623.75,832.8,236.5,80,801.5,47351.218,12262,3290.5,46762.25,260.261,76,25,251.25
"2020-04-11",38261.873,10324,3109,35863.75,4155.807,1097.5,301.75,4042.25,8577.594,2701,969.75,8354.75,868.425,248.5,78,829.5,48801.576,12716.5,3385.75,48462.75,270.24,77,26,256.5
"2020-04-12",39729.206,10710.5,3175.25,37654.5,4300.07,1131.5,314.75,4195,9314.73,2891,1025.25,9034.5,907.759,262,81.75,872.25,50253.773,13014,3496.75,50584.75,284.06,81.5,28,265.25
"2020-04-13",41214.929,11071,3226.5,39365,4439.524,1168,323,4349.5,10052.015,3070.5,1077.75,9715.25,944.019,264,85.75,885.25,51693.08,13403.5,3529,52275,295.338,83,26,281.25
"2020-04-14",42725.859,11427.5,3274.75,41253.75,4589.79,1195.5,324,4441.5,10785.306,3243,1122,10438,984.915,276,87.75,935.25,53107.706,13817,3590,54292.25,307.301,86,29,288.25
"2020-04-15",44254.445,11705,3282.5,42981,4734.012,1225.5,336.25,4730,11520.32,3428.5,1170.75,11076,1026.203,282.5,86,974,54526.798,14371,3618.25,55984.5,320.533,87.5,28,305.25
"2020-04-16",45796.074,12119,3394,44873.25,4876.786,1276.5,340.75,4869.25,12255.067,3616.5,1215.25,11781.5,1066.777,292,87,1026,55968.047,14709.5,3758.5,58009.25,332.931,90.5,28,319.5
"2020-04-17",47350.727,12542.5,3474.75,46509,5022.363,1322,346.25,5029.75,12983.467,3786,1253.25,12468.75,1110.222,301,91,1043.75,57381.709,15085.5,3840.5,60140.5,346.612,93,29,326.75
"2020-04-18",48918.272,12926.5,3548.25,48153.25,5168.256,1337.5,361.5,5314.75,13693.934,3927,1294.75,13079,1151.855,301.5,93.25,1087.5,58787.822,15676,3907.5,61619,359.636,98,28,344.5
"2020-04-19",50492.45,13285,3629.25,50048,5313.363,1394,352.25,5339.75,14379.145,4056,1340,13718.75,1195.883,316,95.5,1139,60151.356,16104.5,4025.75,64014.75,373.563,100,28,352
"2020-04-20",52067.931,13757.5,3683.25,51841.25,5451.103,1400.5,368.75,5617,15029.069,4176,1355.25,14314.25,1239.44,327,94.5,1190,61457.818,16479,4062,66297.25,386.687,102.5,30,364.5
"2020-04-21",53647.597,14111.5,3736.75,53739,5596.523,1484.5,378.25,5868.5,15634.333,4291,1363,14804,1284.94,339.5,97.75,1195,62740.234,16926,4131.75,68463.75,401.158,106,31,391
"2020-04-22",55231.423,14319,3839.25,55852.75,5739.633,1497.5,381.25,6049.75,16244.48,4452.5,1385.25,15322.5,1330.499,348,97.75,1301,64023.496,17355.5,4296,71176.75,415.018,107,32,394
"2020-04-23",56808.301,14847.5,3931.25,57925.25,5876.948,1567,397.75,6215.75,16884.106,4609,1420.25,15918.25,1377.547,363.5,99.75,1338.75,65235.102,17846.5,4350.75,73676.75,430.003,115,32,430.5
"2020-04-24",58383.801,15349,4010.75,59968.25,6015.024,1610,391.5,6332.25,17540.214,4766.5,1436.75,16670.5,1421.091,371,103.75,1400.5,66444.605,18603,4410.25,76227,444.382,116.5,32,438.25
"2020-04-25",59943.352,15903,4058.5,62269.25,6149.341,1681,420.75,6645.75,18209.577,4902,1455.5,17513.25,1467.202,381,103.75,1441.5,67660.126,19092,4487,78557.75,459.352,120,33,449.25
"2020-04-26",61485.734,16363.5,4155.75,64359.75,6276.394,1688.5,428.5,6943.5,18892.137,5086,1479.5,18196.75,1515.36,398,109,1522.25,68770.604,19321.5,4597,80847,472.824,122,34,466.75
"2020-04-27",63010.433,16844.5,4193.75,66361.75,6401.485,1731,425.5,7076.5,19583.052,5256.5,1513.25,19055,1559.34,399.5,114.5,1573,69841.134,19864.5,4673,84109.25,488.282,127.5,35.75,488.25
"2020-04-28",64512.111,17338.5,4295.75,68567.75,6524.041,1807.5,436.5,7399.25,20283.007,5422.5,1542.25,19782,1607.714,423,112.75,1598.5,70902.47,20291,4743,87133.75,502.982,132.5,33.75,509
"2020-04-29",65988.118,17836,4414.75,70864.75,6644.263,1869.5,442,7624,20991.674,5617.5,1560.75,20571.5,1652.686,435.5,109.5,1712.25,71976.815,20914.5,4844,89482.75,516.898,133,36,535.25
"2020-04-30",67439.515,18433.5,4529.75,73536,6764.76,1883,443,7890.25,21707.829,5802,1584.5,21272.5,1701.07,445,112.75,1699,73035.195,21618,4934.75,92488,531.112,137.5,35,536.25
"2020-05-01",68863.621,18948.5,4635.25,76218.5,6875.209,1926.5,455,8107.75,22425.7,5943.5,1621,22196.75,1744.074,449,118.75,1793.5,73999.667,22041.5,4985.25,95225.5,544.733,141.5,35.75,562
"2020-05-02",70249.655,19459,4713.75,78939.75,6982.557,2002.5,461.25,8371.75,23149.657,6121.5,1663.25,23052.25,1790.734,475,120.25,1889.5,74886.322,22923,5174.25,98461.5,559.689,150,38,581
"2020-05-03",71601.568,19980,4827.5,81421.75,7091.546,2045.5,487,8713.75,23877.349,6327,1693,23956.75,1837.914,483,124.75,1939.75,75778.896,23677.5,5150.75,101909.25,572.94,149.5,38.75,598.5
"2020-05-04",72922.71,20432,4884.25,84261.5,7198.09,2070.5,473.75,8868.75,24607.208,6493,1732.5,24791.5,1881.714,502.5,127.5,1985.5,76614.589,24199.5,5249.75,103487.5,587.503,155.5,41,632.25
"2020-05-05",74210.567,20957,4952.25,87278.75,7302.881,2158.5,485.5,9226.5,25336.532,6644,1768,25709.75,1925.207,504.5,126.75,2070,77374.769,24806.5,5454.5,106055.75,602.388,159,38,638
"2020-05-06",75461.744,21417,5058,89657,7400.518,2233,495.75,9514.75,26065.736,6820.5,1800.5,26811.5,1968.644,537,129,2166.25,78098.767,25716.5,5556.25,108247,613.835,159.5,38,673.25
"2020-05-07",76672.913,22014,5142.25,92146,7487.563,2304,516.75,9790.75,26787.942,7041.5,1832.25,27800,2007.146,545,134.75,2201.75,78845.005,26466,5700.75,111570.75,627.943,166,41,689.75
