"time","hosp_occup_mean","hosp_occup_median","hosp_occup_q25","hosp_occup_q75","hosp_admit_mean","hosp_admit_median","hosp_admit_q25","hosp_admit_q75","icu_occup_mean","icu_occup_median","icu_occup_q25","icu_occup_q75","icu_admit_mean","icu_admit_median","icu_admit_q25","icu_admit_q75","new_infect_mean","new_infect_median","new_infect_q25","new_infect_q75","new_deaths_mean","new_deaths_median","new_deaths_q25","new_deaths_q75"
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.567,3,2,5,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,3,2,5,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.729,3,2,5,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.165,4,2,6,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.792,5,3,6,0,0,0,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.649,5,4,7,0,0,0,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.619,6,4,9,0,0,0,0
"2020-02-08",0.332,0,0,1,0.332,0,0,1,0,0,0,0,0,0,0,0,7.953,7,5,10,0,0,0,0
"2020-02-09",0.66,0,0,1,0.328,0,0,1,0,0,0,0,0,0,0,0,9.333,8,5,12,0,0,0,0
"2020-02-10",0.999,1,0,2,0.339,0,0,1,0,0,0,0,0,0,0,0,10.887,10,6,14,0,0,0,0
"2020-02-11",1.379,1,0,2,0.38,0,0,1,0.047,0,0,0,0.047,0,0,0,13.02,12,7,17,0,0,0,0
"2020-02-12",1.896,2,1,3,0.517,0,0,1,0.103,0,0,0,0.056,0,0,0,15.559,13,9,20,0,0,0,0
"2020-02-13",2.435,2,1,3,0.539,0,0,1,0.167,0,0,0,0.064,0,0,0,18.211,15,10,24,0,0,0,0
"2020-02-14",3.098,3,1,4,0.663,0,0,1,0.22,0,0,0,0.053,0,0,0,21.773,18,12,29,0,0,0,0
"2020-02-15",3.852,4,2,5,0.754,1,0,1,0.276,0,0,0,0.056,0,0,0,25.828,22,14,34,0,0,0,0
"2020-02-16",4.775,4,3,6,0.923,1,0,1,0.373,0,0,1,0.097,0,0,0,30.364,25,16,39,0,0,0,0
"2020-02-17",5.779,5,3,8,1.004,1,0,2,0.481,0,0,1,0.108,0,0,0,36.687,30,18,48,0,0,0,0
"2020-02-18",7.027,6,4,9,1.248,1,0,2,0.594,0,0,1,0.113,0,0,0,43.159,34,21,55,0,0,0,0
"2020-02-19",8.158,7,5,10.25,1.463,1,0,2,0.704,0,0,1,0.157,0,0,0,51.621,40,25,67,0,0,0,0
"2020-02-20",9.598,9,6,12,1.768,2,1,3,0.826,1,0,1,0.178,0,0,0,61.997,48,28,82,0,0,0,0
"2020-02-21",11.298,10,7,15,2.039,2,1,3,0.956,1,0,1,0.194,0,0,0,73.924,56,33,96,0,0,0,0
"2020-02-22",13.321,11.5,8,17,2.403,2,1,3,1.127,1,0,2,0.224,0,0,0,87.919,64,38,117,0,0,0,0
"2020-02-23",15.658,13,9,20,2.854,2,1,4,1.357,1,0,2,0.286,0,0,0,104.712,73.5,43,137.25,0.035,0,0,0
"2020-02-24",18.601,16,10,24,3.482,3,1,5,1.567,1,1,2,0.307,0,0,0,126.452,89,51.75,166.25,0.039,0,0,0
"2020-02-25",22.014,18,12,28,4.076,3,2,6,1.842,2,1,3,0.383,0,0,1,150.961,102.5,58,198,0.032,0,0,0
"2020-02-26",26.122,22,14,33,4.862,4,2,6,2.181,2,1,3,0.452,0,0,1,179.771,120,66,237,0.03,0,0,0
"2020-02-27",31.148,25,16,39,5.949,5,2,8,2.602,2,1,4,0.578,0,0,1,215.445,136.5,77,281.5,0.047,0,0,0
"2020-02-28",37.171,30,19,48,7.027,5,3,9,3.116,3,1,4,0.692,0,0,1,258.96,161,90,341.5,0.049,0,0,0
"2020-02-29",44.245,35,21,57,8.322,6,3,11,3.681,3,1,5,0.759,0,0,1,311.48,188,101,413,0.081,0,0,0
"2020-03-01",52.661,41,25,68,9.879,7,4,13,4.402,3,2,6,0.945,1,0,1,372.814,221,116.75,487.75,0.078,0,0,0
"2020-03-02",62.786,48,28,81,11.893,8,4,15,5.233,4,2,7,1.117,1,0,2,448.584,257.5,134,584.25,0.084,0,0,0
"2020-03-03",75.172,56,33,96.25,14.425,10,5,18,6.26,5,2,9,1.334,1,0,2,539.523,304,155,680.75,0.117,0,0,0
"2020-03-04",90.022,66,38,116,17.253,12,6,22,7.454,5,3,10,1.577,1,0,2,647.237,352.5,180,830.25,0.111,0,0,0
"2020-03-05",107.686,78,44,139.25,20.518,14,7,27,8.963,7,4,12,1.961,1,0,3,779.936,414,207,997.5,0.144,0,0,0
"2020-03-06",128.722,89.5,51.75,169,24.518,16,8,33,10.638,8,4,14,2.253,1,0,3,938.575,477.5,237.75,1196,0.169,0,0,0
"2020-03-07",154.127,104,59,206,29.481,18,10,39,12.778,9,5,17,2.832,2,1,4,1131.11,556,272.25,1417.25,0.201,0,0,0
"2020-03-08",184.644,121,67.75,240.5,35.379,21,11,46,15.38,10,6,20,3.361,2,1,4,1360.059,656.5,310,1687.75,0.234,0,0,0
"2020-03-09",220.868,139,77,292,42.173,24,12,54,18.282,12,6,24,3.847,2,1,5,1640.966,768.5,359.25,2016.25,0.265,0,0,0
"2020-03-10",264.934,162,87,343.75,51.093,28,14.75,66,21.84,14,7,28,4.675,3,1,6,1975.841,898,406.75,2387.5,0.312,0,0,1
"2020-03-11",317.56,189,99,408.5,60.948,33,17,78,26.192,17,9,35,5.686,3,2,7,2378.842,1057.5,463.25,2853.75,0.404,0,0,1
"2020-03-12",381.235,220,115.75,494.5,73.554,38.5,20,89.5,31.429,19,10,42,6.814,4,2,9,2869.103,1221,535.5,3432.5,0.467,0,0,1
"2020-03-13",457.708,257,134,592.25,88.366,45,21.75,112,37.791,23,12,49.25,8.323,5,2,11,3460.397,1431.5,618.75,4112.25,0.535,0,0,1
"2020-03-14",550.267,296.5,154,698,106.984,55,26,132.25,45.307,27,13,58.25,9.769,5,2,12,3993.339,1622.5,679.75,4771.5,0.715,0,0,1
"2020-03-15",662.124,348,178.5,841,129.11,63,30,156.25,54.18,31,16,67,11.705,6,3,15,4543.238,1775.5,737.75,5326.75,0.778,0,0,1
"2020-03-16",796.028,406,207,996.5,154.422,72,34,189,65.078,35.5,18,81,14.259,7,3,18,5204.334,2002,810.75,6074.25,0.959,1,0,1
"2020-03-17",957.904,477.5,237.5,1179.5,186.394,86,39,223.5,78.217,41,20,98.25,16.986,9,4,21,5979.998,2221,903,6904,1.167,1,0,2
"2020-03-18",1152.523,557,271.75,1397.25,224.1,100,44,261,94.333,49.5,24,117,20.791,11,4,26,6882.337,2513,1006,7876.25,1.354,1,0,2
"2020-03-19",1387.752,650.5,310.5,1697.25,270.608,114,50,325.25,113.236,57,27,139.25,24.589,12,5,30.25,7904.731,2802,1109,8948.75,1.66,1,0,2
"2020-03-20",1671.571,765,352.75,2017.5,325.992,135,57,386,136.486,66,31,166,30.064,14,6,37,9104.925,3145.5,1213.25,10198,1.901,1,0,3
"2020-03-21",1996.587,886.5,403.25,2403.5,376.109,151,65,438,163.98,78,37,198,35.817,16,7,43,9070.549,3078,1189.5,10160.25,2.315,1,0,3
"2020-03-22",2362.533,1029,455.25,2813.5,426.894,171.5,68.75,492.5,197.665,91,43,238,43.454,19,8,51.25,8438.506,2821.5,1079.5,9409.25,2.847,2,1,4
"2020-03-23",2778.581,1177.5,516,3253.25,489.602,184.5,78.75,554.25,238.216,108,48,284.25,52.256,21,9,61,7956.304,2652,994.5,8751,3.478,2,1,5
"2020-03-24",3251.177,1337,580.75,3791,560.962,206.5,87.75,638.5,284.006,125,56,340,60.049,24,10.75,71,7568.298,2462.5,930,8243.75,4.069,2,1,6
"2020-03-25",3789.372,1520,647.25,4427,645.179,239,93.75,724.75,335.201,142.5,63,393.25,68.181,26,11,77.5,7223.304,2334.5,878.25,7795.5,4.885,3,1,6
"2020-03-26",4400.422,1719,717.5,5125,740.16,263.5,102,824.75,392.505,161.5,70,454.5,78.095,29,12,90,6911.697,2202,808.75,7436.75,5.98,3,1,8
"2020-03-27",5098.325,1936.5,803.25,5845.75,852.325,295.5,116.75,939.25,457.112,185,79,528.25,89.196,32,14,99,6612.091,2043.5,774,7116,6.965,4,2,9
"2020-03-28",5761.06,2141.5,872.25,6549.25,849.129,283,114,946.5,530.007,205.5,88,601.25,102.959,38,15,116,6341.91,1987.5,727.75,6774,8.708,5,2,11
"2020-03-29",6325.52,2312.5,933.75,7169,788.56,266.5,100,863.25,612.203,232,97,696,118.013,41.5,16,130.25,6069.641,1834,690,6511.5,10.336,5,2,12.25
"2020-03-30",6799.66,2436.5,991.75,7664.5,744.748,247,93,813.5,703.91,264,106.75,796.25,135.161,47,18,150,5816.598,1748.5,650.75,6221.5,12.168,6,2,16
"2020-03-31",7182.738,2540.5,1019.25,8033.75,709.07,227.5,89,786,787.207,287,114.5,878,135.553,45,18,149.5,5580.765,1674,634,5995.75,14.959,7,3,19
"2020-04-01",7482.293,2623,1027.25,8333.75,675.664,218,80,733.75,852.342,300.5,120,962.25,125.184,44,16,137.25,5344.958,1593.5,576.25,5673.25,18.207,8,3,22.25
"2020-04-02",7701.967,2664.5,1030.75,8515,646.568,210,78,711.25,903.141,314,129,1009.25,118.98,40.5,15,126.25,5131.299,1499.5,548.5,5448.25,22.04,10,4,26.25
"2020-04-03",7828.95,2677.5,1021.5,8626,616.585,195,72.75,663.5,938.373,324.5,128.5,1042.5,113.327,37,14,122.5,4919.28,1434,521.5,5175.75,26.077,11,4,31.25
"2020-04-04",7861.891,2658,1009.25,8600.25,593.903,184.5,70,638.5,956.654,333,126.75,1058.25,107.477,36,13,118,4719.228,1362,497,4908,31.557,14,6,36
"2020-04-05",7783.453,2591.5,970.75,8420.5,566.741,171.5,65.75,599.25,956.239,326.5,124.75,1047.5,102.544,33,13,110,4525.644,1301.5,473,4655.75,36.406,15,6,43
"2020-04-06",7586.933,2502,925.75,8175.75,543.64,165,61,575.75,936.072,314,119,1024,97.846,31,12,108,4343.017,1212,452.5,4531.5,41.268,17,7,47
"2020-04-07",7256.082,2355,866.5,7801.75,521.474,159.5,58,561,895.136,297.5,111,976.5,94.225,30,11,102,4168.153,1164,426.75,4271,46.758,18,7,53
"2020-04-08",6906.271,2211.5,811,7375,499.318,149,56,533.25,849.209,277.5,103.75,923.25,89.626,27,10,94.25,4001.785,1116,394.75,4080.25,53.962,20,8,62
"2020-04-09",6597.249,2101.5,763.75,7007.5,479.538,140,51,509.5,810.161,262.5,100.75,867,86.136,26,10,91,3845.663,1079.5,372,3960,62.198,23,9,73
