"time","hosp_occup_mean","hosp_occup_median","hosp_occup_q25","hosp_occup_q75","hosp_admit_mean","hosp_admit_median","hosp_admit_q25","hosp_admit_q75","icu_occup_mean","icu_occup_median","icu_occup_q25","icu_occup_q75","icu_admit_mean","icu_admit_median","icu_admit_q25","icu_admit_q75","new_infect_mean","new_infect_median","new_infect_q25","new_infect_q75","new_deaths_mean","new_deaths_median","new_deaths_q25","new_deaths_q75"
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.559,3,2,5,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.305,3,2,4,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.596,3,2,5,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.964,4,2,5,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.847,5,3,6,0,0,0,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.688,5,4,7,0,0,0,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.702,6,4,9,0,0,0,0
"2020-02-08",0.332,0,0,1,0.332,0,0,1,0,0,0,0,0,0,0,0,7.941,7,5,10,0,0,0,0
"2020-02-09",0.677,1,0,1,0.345,0,0,1,0,0,0,0,0,0,0,0,9.371,8,5.75,12,0,0,0,0
"2020-02-10",1.028,1,0,2,0.351,0,0,1,0,0,0,0,0,0,0,0,11.089,10,7,14,0,0,0,0
"2020-02-11",1.388,1,0,2,0.36,0,0,1,0.047,0,0,0,0.047,0,0,0,13.162,12,7,17,0,0,0,0
"2020-02-12",1.847,2,1,3,0.459,0,0,1,0.103,0,0,0,0.056,0,0,0,15.696,13,9,20,0,0,0,0
"2020-02-13",2.376,2,1,3,0.529,0,0,1,0.159,0,0,0,0.056,0,0,0,18.557,16,11,24,0,0,0,0
"2020-02-14",3.019,3,2,4,0.643,0,0,1,0.214,0,0,0,0.055,0,0,0,22.158,19,12,28,0,0,0,0
"2020-02-15",3.802,3,2,5,0.783,1,0,1,0.285,0,0,0,0.071,0,0,0,26.264,22,14,33,0,0,0,0
"2020-02-16",4.727,4,3,6,0.925,1,0,1,0.365,0,0,1,0.08,0,0,0,31.432,26,17,39,0,0,0,0
"2020-02-17",5.758,5,3,8,1.031,1,0,2,0.478,0,0,1,0.113,0,0,0,37.739,30.5,20,47,0,0,0,0
"2020-02-18",6.982,7,4,9,1.224,1,0,2,0.595,0,0,1,0.117,0,0,0,44.422,35,22,54,0,0,0,0
"2020-02-19",8.12,7,5,11,1.47,1,0,2,0.68,0,0,1,0.132,0,0,0,53.429,42,26,67,0,0,0,0
"2020-02-20",9.549,9,6,12,1.774,1,1,3,0.792,1,0,1,0.168,0,0,0,63.711,49,30,81,0,0,0,0
"2020-02-21",11.316,10,7,15,2.118,2,1,3,0.935,1,0,1,0.199,0,0,0,76.449,56,35,95,0,0,0,0
"2020-02-22",13.454,12,8,17,2.498,2,1,4,1.14,1,0,2,0.26,0,0,0,90.555,67,39,111.25,0,0,0,0
"2020-02-23",15.983,14,9,20,2.988,2,1,4,1.344,1,0,2,0.275,0,0,0,109.122,77,47,137,0.038,0,0,0
"2020-02-24",19.084,16,11,24,3.63,3,1,5,1.601,1,1,2,0.337,0,0,1,131.232,91,53,163,0.03,0,0,0
"2020-02-25",22.693,19,12,28.25,4.252,3,2,6,1.913,2,1,3,0.425,0,0,1,156.806,109,61,194.25,0.031,0,0,0
"2020-02-26",26.975,22,14.75,33.25,5.065,4,2,7,2.263,2,1,3,0.467,0,0,1,187.826,126,70,232,0.041,0,0,0
"2020-02-27",32.056,26,16,39,6.006,5,2,8,2.729,2,1,4,0.598,0,0,1,225.727,146,81,275,0.041,0,0,0
"2020-02-28",38.331,30,19,47,7.306,6,3,9,3.234,3,1,4,0.673,0,0,1,271.535,176.5,93.75,344.5,0.056,0,0,0
"2020-02-29",45.636,35,22,56,8.529,6,3,11,3.873,3,2,5,0.838,1,0,1,326.202,200,106,404.25,0.055,0,0,0
"2020-03-01",54.56,41,26,68,10.394,7,4,14,4.605,4,2,6.25,0.992,1,0,1,392.533,237,125,484.75,0.076,0,0,0
"2020-03-02",65.185,49,30,82,12.399,9,5,16,5.541,4,2,8,1.211,1,0,2,473.225,275,146,580.5,0.084,0,0,0
"2020-03-03",77.892,57.5,34,98,14.825,10,5,19,6.603,5,3,9,1.399,1,0,2,570.573,325.5,165,684,0.107,0,0,0
"2020-03-04",93.235,68,39.75,117,17.841,12,7,23,7.792,6,3,10,1.614,1,0,2,686.253,381.5,193,823.5,0.13,0,0,0
