"time","hosp_occup_mean","hosp_occup_median","hosp_occup_q25","hosp_occup_q75","hosp_admit_mean","hosp_admit_median","hosp_admit_q25","hosp_admit_q75","icu_occup_mean","icu_occup_median","icu_occup_q25","icu_occup_q75","icu_admit_mean","icu_admit_median","icu_admit_q25","icu_admit_q75","new_infect_mean","new_infect_median","new_infect_q25","new_infect_q75","new_deaths_mean","new_deaths_median","new_deaths_q25","new_deaths_q75"
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1,1,2,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.787,3,2,5,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,5,3,7,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,7,5,10,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.961,8,6,11,0,0,0,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.49,10,7,13,0,0,0,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.405,11,8,16,0,0,0,0
"2020-02-08",0.169,0,0,0,0.169,0,0,0,0,0,0,0,0,0,0,0,14.779,14,9,19,0,0,0,0
"2020-02-09",0.544,0,0,1,0.375,0,0,1,0,0,0,0,0,0,0,0,17.312,16,11,22,0,0,0,0
"2020-02-10",1.112,1,0,2,0.568,0,0,1,0,0,0,0,0,0,0,0,20.741,19,13,26,0,0,0,0
"2020-02-11",1.799,2,1,3,0.687,1,0,1,0.029,0,0,0,0.029,0,0,0,24.441,21.5,15,31,0,0,0,0
"2020-02-12",2.682,2,1,4,0.883,1,0,1,0.107,0,0,0,0.078,0,0,0,29.099,25,17,37,0,0,0,0
"2020-02-13",3.727,3,2,5,1.045,1,0,2,0.215,0,0,0,0.108,0,0,0,34.168,29,19,44,0,0,0,0
"2020-02-14",4.94,4,3,7,1.213,1,0,2,0.343,0,0,1,0.128,0,0,0,40.89,35,22.75,52.25,0,0,0,0
"2020-02-15",6.393,6,4,8,1.453,1,0,2,0.496,0,0,1,0.153,0,0,0,48.641,41,26,62,0,0,0,0
"2020-02-16",8.053,7,5,11,1.66,1,1,2,0.699,0,0,1,0.203,0,0,0,57.689,48,30,73,0,0,0,0
"2020-02-17",10.057,9,6,13,2.004,2,1,3,0.919,1,0,1,0.22,0,0,0,68.96,56,35,88,0,0,0,0
"2020-02-18",12.46,11,8,16,2.403,2,1,3,1.172,1,0,2,0.253,0,0,0,81.599,65.5,39,104,0,0,0,0
"2020-02-19",15.139,14,9,19,2.848,2,1,4,1.443,1,0,2,0.3,0,0,0,97.852,77,47,126,0,0,0,0
"2020-02-20",18.09,16,11,23,3.326,3,1,5,1.695,1,1,2,0.33,0,0,1,117.228,89,53,150,0,0,0,0
"2020-02-21",21.512,19,13,27.25,3.99,3,2,5,1.998,2,1,3,0.411,0,0,1,139.774,105.5,60.75,180,0,0,0,0
"2020-02-22",25.427,22,15,33,4.602,4,2,6,2.374,2,1,3,0.504,0,0,1,166.638,122,68,214.25,0,0,0,0
"2020-02-23",30.292,26,17,39,5.748,5,2,8,2.782,2,1,4,0.561,0,0,1,200.009,143,80,265,0.023,0,0,0
"2020-02-24",35.96,31,20,46,6.713,5,3,9,3.3,3,2,4,0.721,0,0,1,239.335,167.5,91,311,0.04,0,0,0
"2020-02-25",42.55,36,23,54,7.803,6,3,11,3.901,3,2,5,0.821,1,0,1,286.009,198,106,374,0.055,0,0,0
"2020-02-26",50.49,43,26,64,9.393,7,4,12,4.653,4,2,6,1.005,1,0,2,343.996,230.5,122.75,435.25,0.076,0,0,0
"2020-02-27",59.935,49,30,76.25,11.105,9,5,14,5.502,5,3,7,1.149,1,0,2,411.308,268.5,139.75,530.5,0.094,0,0,0
"2020-02-28",71.691,59,35,93,13.76,10,5,19,6.559,5,3,9,1.387,1,0,2,494.145,318,161.75,636.5,0.085,0,0,0
"2020-02-29",85.553,68.5,40,111,16.265,12,6,21,7.825,6,3.75,11,1.677,1,0,2,593.245,374.5,190.75,765,0.116,0,0,0
"2020-03-01",102.123,80,46.75,131.25,19.418,14,8,25,9.328,7,4,13,2.007,1,0,3,713.225,437.5,212.25,925.5,0.137,0,0,0
