"time","hosp_occup_mean","hosp_occup_median","hosp_occup_q25","hosp_occup_q75","hosp_admit_mean","hosp_admit_median","hosp_admit_q25","hosp_admit_q75","icu_occup_mean","icu_occup_median","icu_occup_q25","icu_occup_q75","icu_admit_mean","icu_admit_median","icu_admit_q25","icu_admit_q75","new_infect_mean","new_infect_median","new_infect_q25","new_infect_q75","new_deaths_mean","new_deaths_median","new_deaths_q25","new_deaths_q75"
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71383147853736,1,1,2,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21485411140584,2,1,3,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70036540803898,2,1,3,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00231481481481,3,1,4,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56921373200443,3,2,5,0,0,0,0
"2020-02-06",0.117256637168142,0,0,0,0.117256637168142,0,0,0,0,0,0,0,0,0,0,0,4.08296460176991,3,2,6,0,0,0,0
"2020-02-07",0.263214670981661,0,0,0,0.183387270765912,0,0,0,0,0,0,0,0,0,0,0,4.75620280474649,4,2,7,0,0,0,0
"2020-02-08",0.44206008583691,0,0,1,0.243562231759657,0,0,0,0,0,0,0,0,0,0,0,5.50107296137339,5,2,8,0,0,0,0
"2020-02-09",0.655755015839493,0,0,1,0.273495248152059,0,0,0,0,0,0,0,0,0,0,0,6.36219640971489,5,3,9,0,0,0,0
"2020-02-10",0.911366006256517,1,0,1.5,0.301355578727842,0,0,1,0,0,0,0,0,0,0,0,7.63399374348279,6,4,10,0,0,0,0
"2020-02-11",1.23664921465969,1,0,2,0.402094240837696,0,0,1,0,0,0,0,0,0,0,0,9.00942408376963,7,4,11.5,0,0,0,0
"2020-02-12",1.61904761904762,1,0,3,0.457556935817805,0,0,1,0,0,0,0,0,0,0,0,10.6438923395445,8,5,14,0,0,0,0
"2020-02-13",2.05532786885246,2,1,3,0.536885245901639,0,0,1,0,0,0,0,0,0,0,0,12.7325819672131,10,5,17,0,0,0,0
"2020-02-14",2.66564417177914,2,1,4,0.639059304703476,0,0,1,0,0,0,0,0,0,0,0,14.7668711656442,11,6,20,0,0,0,0
"2020-02-15",3.41212744090442,3,1,5,0.781089414182939,0,0,1,0,0,0,0,0,0,0,0,17.9516957862282,14,7,24,0,0,0,0
"2020-02-16",4.20773930753564,3,1,6,0.90020366598778,1,0,1,0,0,0,0,0,0,0,0,21.2270875763747,16,8,28,0,0,0,0
"2020-02-17",5.11758691206544,4,2,7,1.04192229038855,1,0,2,0,0,0,0,0,0,0,0,25.4038854805726,18,10,34,0.0132924335378323,0,0,0
"2020-02-18",6.17413441955193,5,2,9,1.23727087576375,1,0,2,0,0,0,0,0,0,0,0,30.0040733197556,22,11,40,0.0132382892057026,0,0,0
"2020-02-19",7.3580121703854,6,3,10,1.47971602434077,1,0,2,0,0,0,0,0,0,0,0,35.816430020284,25,12,47,0.0283975659229209,0,0,0
"2020-02-20",8.86965376782077,7,3,12,1.77596741344196,1,0,3,0,0,0,0,0,0,0,0,42.918533604888,29,15,56,0.0234215885947047,0,0,0
"2020-02-21",10.6280487804878,8,4,14,2.11788617886179,1,0,3,0,0,0,0,0,0,0,0,51.1371951219512,34,17,65.25,0.024390243902439,0,0,0
"2020-02-22",12.7896341463415,10,5,17,2.54065040650406,2,1,4,0,0,0,0,0,0,0,0,61.280487804878,40,20,77.25,0.0376016260162602,0,0,0
"2020-02-23",15.2634245187437,12,5,20,2.95136778115502,2,1,4,0.0151975683890578,0,0,0,0.0212765957446809,0,0,0,73.339412360689,48,23,95,0.0395136778115502,0,0,0
"2020-02-24",18.1343434343434,13,6,24,3.51111111111111,2,1,5,0.0575757575757576,0,0,0,0.0545454545454545,0,0,0,87.7424242424242,54,26.25,111.75,0.0555555555555556,0,0,0
"2020-02-25",21.8451417004049,16,8,29,4.31072874493927,3,1,6,0.121457489878543,0,0,0,0.0637651821862348,0,0,0,105.876518218623,64,30,132,0.0475708502024291,0,0,0
"2020-02-26",26.0825780463243,18,9,34,5.13393756294058,3,1,7,0.179254783484391,0,0,0,0.0704934541792548,0,0,0,125.12084592145,73,34,158,0.0785498489425982,0,0,0
"2020-02-27",31.159595959596,21.5,10,40,5.93737373737374,4,2,8,0.248484848484848,0,0,0,0.0808080808080808,0,0,0,152.140404040404,83,40.25,189.75,0.111111111111111,0,0,0
"2020-02-28",37.2719033232628,26,12,48,7.2527693856999,5,2,10,0.348439073514602,0,0,1,0.1067472306143,0,0,0,182.463242698892,102,45,229,0.0986908358509567,0,0,0
"2020-02-29",44.7401812688822,30,14,57,8.6576032225579,5,2,11,0.468277945619335,0,0,1,0.124874118831823,0,0,0,219.291037260826,112,52,278,0.112789526686808,0,0,0
"2020-03-01",53.8118712273642,35.5,17,67.75,10.6177062374245,6,3,13,0.586519114688129,0,0,1,0.126760563380282,0,0,0,263.639839034205,133,63,321.75,0.135814889336016,0,0,0
"2020-03-02",64.5543259557344,41,19,80,12.4929577464789,7,3,16,0.758551307847082,0,0,1,0.175050301810865,0,0,0,317.521126760563,155,71,389,0.163983903420523,0,0,0
"2020-03-03",77.8056394763343,48,22,98,15.3413897280967,9,4,20,0.966767371601209,1,0,2,0.203423967774421,0,0,0,384.115810674723,183,83,468,0.200402819738167,0,0,0
"2020-03-04",93.3812877263582,57,25,116,18.1629778672032,10,4,22,1.16599597585513,1,0,2,0.214285714285714,0,0,0,463.251509054326,215,94,560.75,0.258551307847082,0,0,0
"2020-03-05",111.989959839357,66,29,139.25,21.6917670682731,11,5,26,1.4578313253012,1,0,2,0.285140562248996,0,0,0,557.789156626506,244.5,106,662.75,0.276104417670683,0,0,0
"2020-03-06",134.780120481928,77,35,167.5,26.285140562249,14,6,32.25,1.78714859437751,1,0,3,0.316265060240964,0,0,1,674.238955823293,287,125.75,798.5,0.320281124497992,0,0,0
"2020-03-07",161.980923694779,87,41,201.25,31.5060240963855,15,6,37,2.1566265060241,2,0,3,0.38855421686747,0,0,1,814.142570281124,344.5,138.75,938.5,0.436746987951807,0,0,1
"2020-03-08",195.331658291457,102,47,244.5,38.2894472361809,18,8,46,2.62110552763819,2,1,4,0.458291457286432,0,0,1,985.025125628141,389,166.5,1145.5,0.48643216080402,0,0,1
