"time","hosp_occup_mean","hosp_occup_median","hosp_occup_q25","hosp_occup_q75","hosp_admit_mean","hosp_admit_median","hosp_admit_q25","hosp_admit_q75","icu_occup_mean","icu_occup_median","icu_occup_q25","icu_occup_q75","icu_admit_mean","icu_admit_median","icu_admit_q25","icu_admit_q75","new_infect_mean","new_infect_median","new_infect_q25","new_infect_q75","new_deaths_mean","new_deaths_median","new_deaths_q25","new_deaths_q75"
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.526,3,2,5,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.372,3,2,5,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.614,3,2,5,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.168,4,3,6,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.715,4,3,6,0,0,0,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.784,5,4,7,0,0,0,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.741,6,4,9,0,0,0,0
"2020-02-08",0.346,0,0,1,0.346,0,0,1,0,0,0,0,0,0,0,0,7.726,7,5,10,0,0,0,0
"2020-02-09",0.65,0,0,1,0.304,0,0,1,0,0,0,0,0,0,0,0,9.186,8,6,12,0,0,0,0
"2020-02-10",0.979,1,0,2,0.329,0,0,1,0,0,0,0,0,0,0,0,11.126,10,6,15,0,0,0,0
"2020-02-11",1.381,1,0,2,0.402,0,0,1,0.067,0,0,0,0.067,0,0,0,13.082,12,8,17,0,0,0,0
"2020-02-12",1.835,2,1,3,0.454,0,0,1,0.112,0,0,0,0.045,0,0,0,15.396,14,9,20,0,0,0,0
"2020-02-13",2.359,2,1,3,0.524,0,0,1,0.153,0,0,0,0.041,0,0,0,18.453,16,10.75,24,0,0,0,0
"2020-02-14",2.976,3,2,4,0.617,0,0,1,0.22,0,0,0,0.067,0,0,0,21.957,19,12,28,0,0,0,0
"2020-02-15",3.7,3,2,5,0.724,0,0,1,0.285,0,0,0,0.065,0,0,0,26.375,22.5,14,35,0,0,0,0
"2020-02-16",4.531,4,3,6,0.831,1,0,1,0.379,0,0,1,0.094,0,0,0,30.869,26,17,39,0,0,0,0
"2020-02-17",5.685,5,3,7,1.154,1,0,2,0.471,0,0,1,0.092,0,0,0,36.927,31,19,48,0,0,0,0
"2020-02-18",6.869,6,4,9,1.184,1,0,2,0.614,0,0,1,0.143,0,0,0,44.277,35,22,58,0,0,0,0
"2020-02-19",7.971,7,5,10,1.448,1,0,2,0.672,0,0,1,0.125,0,0,0,52.684,41,25,68,0,0,0,0
"2020-02-20",9.412,9,6,12,1.745,1,1,3,0.811,1,0,1,0.184,0,0,0,63.577,48,31,81,0,0,0,0
"2020-02-21",11.161,10,6,14,2.078,2,1,3,0.971,1,0,2,0.201,0,0,0,75.502,56,33,98,0,0,0,0
"2020-02-22",13.238,12,8,17,2.479,2,1,4,1.113,1,0,2,0.209,0,0,0,90.767,66,39,120,0,0,0,0
"2020-02-23",15.691,14,9,20,2.907,2,1,4,1.354,1,0,2,0.306,0,0,1,107.536,77,45,136.25,0.035,0,0,0
"2020-02-24",18.666,16,10,24,3.499,3,1,5,1.609,1,0,2,0.349,0,0,1,130.122,91,52,166.25,0.029,0,0,0
"2020-02-25",22.233,19,12,29,4.184,3,2,6,1.923,2,1,3,0.406,0,0,1,155.842,107,60,198,0.036,0,0,0
"2020-02-26",26.471,22,14,35,4.962,4,2,7,2.237,2,1,3,0.457,0,0,1,187.265,124,68,239,0.036,0,0,0
"2020-02-27",31.687,26,16,41.25,6.047,5,2,8,2.696,2,1,4,0.584,0,0,1,224.796,145,77,291.5,0.032,0,0,0
"2020-02-28",37.749,30,18.75,49.25,7.216,5,3,10,3.181,3,1,4,0.669,0,0,1,270.48,171.5,91,342.25,0.061,0,0,0
"2020-02-29",45.045,35,21,59,8.48,6,3,11,3.784,3,1,5,0.804,0,0,1,325.244,199.5,102,409,0.064,0,0,0
"2020-03-01",53.785,41,25,70.25,10.188,7.5,4,13,4.566,4,2,6,0.991,1,0,2,393.33,233.5,119.75,498.5,0.068,0,0,0
"2020-03-02",64.483,48,29,85,12.443,9,5,16,5.434,4,2,7,1.174,1,0,2,472.644,273.5,139.75,601,0.079,0,0,0
"2020-03-03",77.093,56,34,100,14.688,10,5,19,6.452,5,3,9,1.367,1,0,2,570.562,319.5,160.75,712.25,0.115,0,0,0
"2020-03-04",92.182,66,39,118.25,17.568,12,6,22,7.713,6,3,10,1.667,1,0,2,687.806,372,183,853.75,0.135,0,0,0
"2020-03-05",110.373,78,45,142.25,21.098,13.5,7,26.25,9.231,7,4,12,1.975,1,0,3,828.94,436.5,212,1022.75,0.16,0,0,0
"2020-03-06",132.586,91.5,52,174.25,25.712,17,9,32,10.928,8,4,14,2.281,1.5,0,3,1001.348,511,248.75,1219.25,0.169,0,0,0
"2020-03-07",159.032,106,58,204.5,30.63,19,9,38,13.141,9.5,5,17,2.882,2,1,4,1213.351,602.5,281.75,1433.75,0.197,0,0,0
"2020-03-08",191.225,125,67,246.25,37.155,23,11,47,15.624,11,6,20,3.287,2,1,5,1465.091,701,326.75,1720.75,0.251,0,0,0
"2020-03-09",229.802,146,77,294.25,44.624,25,12,57.25,18.907,13,7,25,4.274,3,1,5,1771.617,817.5,378,2078.75,0.265,0,0,0
"2020-03-10",276.012,170,89,354.5,53.426,29,15,68.25,22.761,15,8,29,5.028,3,1,6,2141.777,959.5,431.25,2471.75,0.348,0,0,1
"2020-03-11",332.446,197,104,422.25,64.914,34.5,18,77,27.336,18,9,35,5.942,4,2,8,2590.904,1122,488.75,2994.75,0.395,0,0,1
"2020-03-12",400.321,235,120,501,78.063,41,19,95.25,32.754,21,10,40.25,7.085,4,2,9,3132.492,1313.5,563,3482.5,0.511,0,0,1
"2020-03-13",482.263,274,139,593.75,94.385,48,22,115.25,39.218,24,12,49,8.439,5,2,10.25,3795.332,1524.5,627.75,4197.25,0.572,0,0,1
"2020-03-14",582.157,318.5,158.75,715,114.582,57,26,135.75,47.344,28,14,58,10.407,6,2.75,13,4393.781,1702,715.25,4769.5,0.724,0,0,1
"2020-03-15",702.911,373.5,182,850,138.322,66,30,170,56.799,33,16,71,12.337,6,3,15,5010.81,1884.5,775.5,5341,0.824,0,0,1
"2020-03-16",847.94,439,209.75,1015.75,166.127,80,34,196,68.618,38,19,85,15.106,8,3,19,5760.327,2105,848.75,6146,0.953,1,0,1
"2020-03-17",1023.526,514.5,241,1221.5,201.298,90,40,225,82.668,44.5,21,102,18.324,9,4,23,6643.173,2334,927.5,6944.75,1.206,1,0,2
"2020-03-18",1237.228,603.5,278,1444.5,244.332,107.5,45,280.5,99.777,52,24.75,120,22.137,11,5,26,7664.383,2635,1008.75,7944.25,1.4,1,0,2
