"time","hosp_occup_mean","hosp_occup_median","hosp_occup_q25","hosp_occup_q75","hosp_admit_mean","hosp_admit_median","hosp_admit_q25","hosp_admit_q75","icu_occup_mean","icu_occup_median","icu_occup_q25","icu_occup_q75","icu_admit_mean","icu_admit_median","icu_admit_q25","icu_admit_q75","new_infect_mean","new_infect_median","new_infect_q25","new_infect_q75","new_deaths_mean","new_deaths_median","new_deaths_q25","new_deaths_q75"
"2020-01-31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,3,1,5,0,0,0,0
"2020-02-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.496,3,2,5,0,0,0,0
"2020-02-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.978,4,2,6,0,0,0,0
"2020-02-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.728,4,2,7,0,0,0,0
"2020-02-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.798,5,3.75,8,0,0,0,0
"2020-02-06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.692,6,4,9,0,0,0,0
"2020-02-07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.042,7,5,11,0,0,0,0
"2020-02-08",0.136,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,9.596,9,6,12,0,0,0,0
"2020-02-09",0.266,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,10.966,10,7,14,0,0,0,0
"2020-02-10",0.462,0,0,1,0.196,0,0,0,0,0,0,0,0,0,0,0,13.126,12,9,16,0,0,0,0
"2020-02-11",0.696,1,0,1,0.234,0,0,0,0.044,0,0,0,0.044,0,0,0,15.606,15,11,20,0,0,0,0
"2020-02-12",0.958,1,0,1,0.262,0,0,0,0.1,0,0,0,0.056,0,0,0,17.852,16,12,22,0,0,0,0
"2020-02-13",1.228,1,0,2,0.27,0,0,0,0.17,0,0,0,0.07,0,0,0,20.978,19,14.75,26,0,0,0,0
"2020-02-14",1.644,1,1,2,0.416,0,0,1,0.252,0,0,0,0.082,0,0,0,24.63,23,16,31,0,0,0,0
"2020-02-15",1.928,2,1,3,0.42,0,0,1,0.334,0,0,1,0.082,0,0,0,29.072,27,20,36,0,0,0,0
"2020-02-16",2.308,2,1,3,0.51,0,0,1,0.402,0,0,1,0.068,0,0,0,34.606,31,24,43,0,0,0,0
"2020-02-17",2.724,3,1,4,0.612,0,0,1,0.512,0,0,1,0.11,0,0,0,40.164,37,28,49,0,0,0,0
"2020-02-18",3.184,3,2,4,0.694,0,0,1,0.66,0,0,1,0.148,0,0,0,47.53,42.5,33,57,0,0,0,0
"2020-02-19",3.752,3.5,2,5,0.83,1,0,1,0.758,1,0,1,0.142,0,0,0,56.224,51,38,67,0,0,0,0
"2020-02-20",4.416,4,2,6,0.934,1,0,1,0.912,1,0,1,0.21,0,0,0,66.068,60,45,79,0,0,0,0
"2020-02-21",5.12,5,3,7,1.12,1,0,2,1.076,1,0,2,0.234,0,0,0,78.396,68,53,94,0.002,0,0,0
"2020-02-22",5.886,5,4,8,1.186,1,0,2,1.278,1,0,2,0.284,0,0,0,93.03,82,63,109,0.022,0,0,0
"2020-02-23",6.954,6,4,9,1.578,1,0,2,1.474,1,0,2,0.278,0,0,0.25,111.314,97,76,132,0.016,0,0,0
"2020-02-24",8.22,8,5,11,1.878,2,1,3,1.776,2,1,3,0.37,0,0,1,132.442,117,90,157,0.018,0,0,0
"2020-02-25",9.69,9,6,12,2.164,2,1,3,2.05,2,1,3,0.384,0,0,1,160.29,142,109,190.25,0.028,0,0,0
"2020-02-26",11.468,10,7,14,2.608,2,1,4,2.408,2,1,3,0.506,0,0,1,192.92,174.5,132.75,227.25,0.032,0,0,0
"2020-02-27",13.574,12,9,17,3.04,3,1,4,2.902,3,1,4,0.636,0,0,1,232.346,210.5,160,270.25,0.026,0,0,0
"2020-02-28",16.028,14,11,20,3.574,3,2,5,3.358,3,2,5,0.666,0,0,1,281.248,255,200,325,0.04,0,0,0
"2020-02-29",19.182,17,13,23,4.34,4,2,6,3.962,4,2,5,0.838,1,0,1,340.692,306,242.75,388,0.046,0,0,0
"2020-03-01",22.82,20.5,14,28,5.216,5,3,7,4.696,4,3,6,1.018,1,0,2,409.362,366,291,471.25,0.052,0,0,0
"2020-03-02",26.972,24,18,32.25,6.03,5,3,8,5.592,5,3,7,1.174,1,0,2,494.624,442,354.75,561,0.068,0,0,0
"2020-03-03",32.208,28,21,39,7.4,6,4,10,6.696,6,4,9,1.474,1,0,2,594.138,529,426.75,678.25,0.064,0,0,0
"2020-03-04",38.5,34,25,46,8.9,8,5,11,8.066,7,5,10,1.754,1,1,3,710.27,633.5,506.75,816,0.098,0,0,0
"2020-03-05",46.046,41,30,54.25,10.586,10,7,13,9.504,9,6,12,1.944,2,1,3,847.038,760,605.5,965.25,0.108,0,0,0
"2020-03-06",55.348,50,37.75,64,12.876,12,9,15,11.316,10,7,14,2.448,2,1,3,1014.128,901.5,727,1149.25,0.092,0,0,0
"2020-03-07",66.868,62,46,78,15.86,14.5,10,19,13.54,12,8,17,2.89,2,1,4,1207.814,1077,864.5,1380,0.108,0,0,0
"2020-03-08",80.772,73,57,94,19.12,17,13,23,16.204,14,10,20,3.502,3,2,5,1437.318,1271.5,1018.75,1634.25,0.172,0,0,0
"2020-03-09",97.57,88,69,115,22.828,21,16,27,19.294,17,12,24,4.108,4,2,5,1705.612,1519,1199,1923,0.2,0,0,0
"2020-03-10",117.642,106,84,137,27.472,25,19,32,23.252,20,15.75,28,5.132,5,3,7,2017.318,1795,1410.5,2271.25,0.24,0,0,0
"2020-03-11",141.686,128,102,164,32.944,30,23,39,28.028,25,19.75,33,6.25,6,4,8,2397.77,2125,1671.75,2727.5,0.308,0,0,1
"2020-03-12",170.294,152.5,123,194.25,39.194,35,27,46,33.816,31,23,40,7.542,7,5,10,2843.554,2523.5,1954.5,3220.25,0.332,0,0,1
"2020-03-13",204.738,184,147.75,234.25,47.32,43,33,56,40.85,37,29,48,8.978,8,6,11,3370.75,2964,2322.25,3835,0.396,0,0,1
"2020-03-14",245.214,219,175,279,56.336,51,40,64,49.154,45,35,58,10.752,10,7,13,3819.736,3352.5,2628.5,4365.25,0.506,0,0,1
"2020-03-15",293.024,265,209.75,335.25,66.93,61,47,78,58.986,53,41.75,69.25,12.722,11,8,16,4265.652,3725,2913,4874.5,0.58,0,0,1
"2020-03-16",350.11,315.5,251,399.25,79.914,72,57,93,70.534,64,50,81,15.05,14,10,18,4809.484,4176.5,3209.5,5497.5,0.708,0,0,1
"2020-03-17",416.324,376,297,474.75,93.686,83,66.75,108.25,84.672,76,60,97.25,18.246,17,13,21,5443.22,4707,3596.75,6256.5,0.876,1,0,1
"2020-03-18",494.6,444,353,564.25,111.22,100,78,128.25,101.338,92,72.75,117,21.798,20,15,26,6166.448,5306.5,4059.25,7047.75,1.006,1,0,2
"2020-03-19",587.26,520.5,417.25,665.5,131.854,117,93,148.25,120.832,108,87,138.25,25.744,23,18,30,6997.706,5933.5,4536,8033.5,1.228,1,0,2
"2020-03-20",696.286,615.5,489,787,156.346,139,106,177,143.546,129.5,103,165.25,30.256,27,21,35,7944.162,6696,5106.5,9166.5,1.36,1,0,2
"2020-03-21",817.918,729.5,572.5,925.25,177.968,157,124,202.25,170.814,154,124,195,36.246,32,26,41,8090.186,6799.5,5172.75,9165.75,1.856,2,1,3
"2020-03-22",949.298,844.5,663,1081.25,198.31,176,135,228.25,202.798,182,146,232.25,42.736,38,30,50,7861.24,6670.5,5083.25,8879.25,2.17,2,1,3
