date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-04-15,1,579,1,55,0,80,,,0,2260,161,177743,70,25,,06089,6089
2020-04-16,1,579,1,55,0,80,,,0,2289,157,177716,68,26,,06089,6089
2020-04-17,1,579,1,55,0,80,,,0,2316,153,177690,66,26,,06089,6089
2020-04-18,1,579,1,55,0,80,,,0,2343,149,177665,65,26,,06089,6089
2020-04-19,1,579,1,55,0,80,,,0,2369,145,177641,63,26,,06089,6089
2020-04-20,1,579,1,55,0,80,,,0,2395,141,177617,61,26,,06089,6089
2020-04-21,1,579,1,55,0,80,,,0,2420,137,177594,59,26,,06089,6089
2020-04-22,1,579,1,55,0,80,,,0,2444,134,177571,58,26,,06089,6089
2020-04-23,1,579,1,55,0,80,,,0,2467,130,177549,56,28,,06089,6089
2020-04-24,1,579,1,55,0,80,,,0,2490,127,177528,55,28,,06089,6089
2020-04-25,1,579,1,55,0,80,,,0,2512,123,177507,53,30,,06089,6089
2020-04-26,0,579,0,55,0,80,,,0,2534,120,177487,52,30,,06089,6089
2020-04-27,0,579,0,55,0,80,,,0,2555,117,177467,51,30,,06089,6089
2020-04-28,0,579,0,55,0,80,,,0,2576,114,177448,49,31,1342,06089,6089
2020-04-29,0,579,0,55,0,80,,,0,2596,111,177429,48,31,1342,06089,6089
2020-04-30,0,579,0,55,0,80,,,0,2615,108,177411,47,31,1342,06089,6089
2020-05-01,0,579,0,55,0,80,,,0,2634,105,177394,45,31,1366,06089,6089
2020-05-02,0,579,0,55,0,80,,,1,2652,102,177376,44,31,1366,06089,6089
2020-05-03,0,579,0,55,0,80,,,1,2670,99,177360,43,31,1468,06089,6089
2020-05-04,0,579,0,55,0,80,,,1,2688,97,177343,42,31,1492,06089,6089
2020-05-05,0,579,0,55,0,80,,,1,2705,94,177328,41,31,1563,06089,6089
2020-05-06,0,579,0,55,0,80,,,1,2721,91,177312,39,31,1634,06089,6089
2020-05-07,0,579,0,55,0,80,,,1,2737,89,177297,38,31,1715,06089,6089
2020-05-08,0,579,0,55,0,80,,,1,2753,87,177282,37,31,1778,06089,6089
2020-05-09,0,579,0,55,0,80,,,1,2768,84,177268,36,31,1988,06089,6089
2020-05-10,0,579,0,55,0,80,,,1,2783,82,177254,35,31,1988,06089,6089
2020-05-11,0,579,0,55,0,80,,,1,2798,80,177241,34,31,2016,06089,6089
2020-05-12,0,579,0,55,0,80,,,1,2812,78,177228,33,32,2147,06089,6089
2020-05-13,0,579,0,55,0,80,,,1,2825,76,177215,33,32,2267,06089,6089
2020-05-14,0,579,0,55,0,80,,,2,2839,74,177203,32,32,2408,06089,6089
2020-05-15,0,579,0,55,0,80,,,2,2851,72,177191,31,33,2707,06089,6089
2020-05-16,0,579,0,55,0,80,,,2,2864,70,177179,30,34,2878,06089,6089
2020-05-17,0,579,0,55,0,80,,,2,2876,68,177167,29,34,2878,06089,6089
2020-05-18,0,579,0,55,0,80,,,2,2888,66,177156,28,34,2884,06089,6089
2020-05-19,0,579,0,55,0,80,,,2,2900,64,177145,28,34,2942,06089,6089
2020-05-20,0,579,0,55,0,80,,,2,2911,62,177135,27,34,3366,06089,6089
2020-05-21,0,579,0,55,0,80,,,2,2922,61,177125,26,34,3366,06089,6089
2020-05-22,0,579,0,55,0,80,,,2,2933,59,177115,25,34,3366,06089,6089
2020-05-23,0,579,0,55,0,80,,,2,2943,57,177105,25,36,3723,06089,6089
2020-05-24,0,579,0,55,0,80,,,2,2953,56,177095,24,36,4100,06089,6089
2020-05-25,0,579,0,55,0,80,,,2,2963,54,177086,23,36,4391,06089,6089
2020-05-26,0,579,0,55,0,80,,,2,2973,53,177077,23,36,4391,06089,6089
2020-05-27,0,579,0,55,0,80,,,2,2982,51,177069,22,36,4602,06089,6089
2020-05-28,0,579,0,55,0,80,,,2,2991,50,177060,21,37,4669,06089,6089
2020-05-29,0,579,0,55,0,80,,,2,3000,49,177052,21,37,4786,06089,6089
2020-05-30,0,579,0,55,0,80,,,2,3009,47,177043,21,39,4878,06089,6089
2020-05-31,0,579,0,55,0,80,,,2,3017,46,177034,21,39,4996,06089,6089
2020-06-01,0,579,0,55,0,80,,,3,3027,46,177024,23,39,4996,06089,6089
2020-06-02,0,579,0,55,0,80,,,3,3036,46,177012,25,40,5229,06089,6089
2020-06-03,0,579,0,55,0,80,,,3,3047,47,176999,27,40,5349,06089,6089
2020-06-04,0,579,0,55,0,80,,,3,3059,49,176984,30,42,5403,06089,6089
2020-06-05,0,579,0,55,0,80,,,3,3072,52,176967,34,42,5495,06089,6089
2020-06-06,0,579,0,55,0,80,,,3,3087,56,176948,38,42,5654,06089,6089
2020-06-07,0,579,0,55,0,80,,,3,3104,61,176926,44,42,5654,06089,6089
2020-06-08,0,579,0,55,0,80,,,3,3123,67,176899,50,46,5816,06089,6089
2020-06-09,0,579,0,55,0,80,,,3,3145,75,176869,59,47,5956,06089,6089
2020-06-10,0,579,0,55,0,80,,,3,3172,85,176832,69,47,6033,06089,6089
2020-06-11,0,579,0,55,0,80,,,3,3203,97,176787,83,48,6090,06089,6089
2020-06-12,0,579,0,55,0,80,,,3,3240,113,176734,99,48,6444,06089,6089
2020-06-13,0,579,0,55,0,80,,,3,3284,132,176669,119,49,6603,06089,6089
2020-06-14,0,579,0,55,0,80,,,3,3338,156,176592,143,49,6603,06089,6089
2020-06-15,0,579,0,55,0,80,,,3,3402,185,176502,170,51,7100,06089,6089
2020-06-16,0,579,0,55,0,80,,,3,3477,219,176395,201,51,7384,06089,6089
2020-06-17,0,579,0,55,0,80,,,3,3567,260,176268,238,51,7384,06089,6089
2020-06-18,0,579,0,55,0,80,,,3,3673,308,176118,282,,,06089,6089
2020-06-19,1,579,1,55,0,80,,,4,3799,365,175940,334,,,06089,6089
2020-06-20,1,579,1,55,0,80,,,4,3947,432,175732,393,,,06089,6089
2020-06-21,1,579,1,55,0,80,,,4,4121,510,175494,458,,,06089,6089
2020-06-22,1,579,1,55,1,80,,,4,4322,598,175222,529,,,06089,6089
2020-06-23,2,579,2,55,1,80,,,4,4554,697,174913,606,,,06089,6089
2020-06-24,2,579,2,55,1,80,,,4,4818,808,174565,690,,,06089,6089
2020-06-25,2,579,2,55,1,80,,,5,5118,930,174175,779,,,06089,6089
2020-06-26,3,579,3,55,2,80,,,5,5455,1063,173744,874,,,06089,6089
2020-06-27,3,579,3,55,2,80,,,5,5832,1208,173269,972,,,06089,6089
2020-06-28,4,579,4,55,2,80,,,6,6249,1362,172750,1074,,,06089,6089
2020-06-29,4,579,4,55,3,80,,,6,6708,1526,172188,1177,,,06089,6089
2020-06-30,5,579,5,55,3,80,,,7,7209,1698,171585,1279,,,06089,6089
2020-07-01,6,579,6,55,3,80,,,8,7751,1874,170943,1379,,,06089,6089
2020-07-02,7,579,7,55,4,80,,,8,8333,2055,170265,1475,,,06089,6089
2020-07-03,7,579,7,55,4,80,,,9,8953,2237,169555,1565,,,06089,6089
2020-07-04,8,579,8,55,5,80,,,10,9610,2419,168806,1657,,,06089,6089
2020-07-05,9,579,9,55,6,80,,,11,10307,2603,168001,1765,,,06089,6089
2020-07-06,10,579,10,55,6,80,,,12,11051,2795,167140,1883,,,06089,6089
2020-07-07,11,579,11,55,7,80,,,13,11844,2997,166220,2009,,,06089,6089
2020-07-08,12,579,12,55,8,80,,,15,12690,3209,165241,2142,,,06089,6089
2020-07-09,13,579,13,55,8,80,,,16,13592,3433,164199,2282,,,06089,6089
2020-07-10,15,579,15,55,9,80,,,18,14552,3668,163093,2428,,,06089,6089
2020-07-11,16,579,16,55,10,80,,,19,15573,3914,161920,2580,,,06089,6089
2020-07-12,17,579,17,55,10,80,,,21,16658,4173,160677,2738,,,06089,6089
2020-07-13,18,579,18,55,11,80,,,23,17807,4442,159364,2901,,,06089,6089
2020-07-14,20,579,20,55,12,80,,,25,19025,4723,157979,3069,,,06089,6089
2020-07-15,21,579,21,55,13,80,,,28,20312,5015,156520,3241,,,06089,6089
2020-07-16,23,579,23,55,14,80,,,30,21669,5317,154988,3416,,,06089,6089
2020-07-17,24,579,24,55,15,80,,,33,23098,5628,153380,3594,,,06089,6089
2020-07-18,26,579,26,55,16,80,,,36,24601,5947,151698,3774,,,06089,6089
2020-07-19,28,579,28,55,17,80,,,39,26176,6274,149943,3954,,,06089,6089
2020-07-20,29,579,29,55,18,80,,,42,27825,6606,148115,4134,,,06089,6089
2020-07-21,31,579,31,55,19,80,,,45,29546,6943,146215,4312,,,06089,6089
2020-07-22,33,579,33,55,21,80,,,49,31339,7283,144247,4486,,,06089,6089
2020-07-23,35,579,35,55,22,80,,,52,33202,7623,142214,4657,,,06089,6089
2020-07-24,37,579,37,55,23,80,,,56,35132,7961,140120,4821,,,06089,6089
2020-07-25,39,579,39,55,24,80,,,61,37128,8297,137967,4978,,,06089,6089
2020-07-26,41,579,41,55,26,80,,,65,39185,8625,135763,5125,,,06089,6089
2020-07-27,43,579,43,55,27,80,,,70,41299,8945,133511,5263,,,06089,6089
2020-07-28,45,579,45,55,28,80,,,75,43471,9257,131214,5388,,,06089,6089
2020-07-29,48,579,48,55,30,80,,,81,45691,9555,128883,5499,,,06089,6089
2020-07-30,51,579,51,55,31,80,,,88,47954,9837,126522,5597,,,06089,6089
2020-07-31,54,579,54,55,32,80,,,96,50253,10100,124140,5680,,,06089,6089
2020-08-01,57,579,57,55,34,80,,,103,52583,10342,121743,5746,,,06089,6089
2020-08-02,60,579,60,55,35,80,,,111,54937,10561,119341,5795,,,06089,6089
2020-08-03,63,579,63,55,36,80,,,119,57308,10755,116939,5826,,,06089,6089
2020-08-04,65,579,65,55,37,80,,,128,59687,10919,114547,5839,,,06089,6089
2020-08-05,68,579,68,55,38,80,,,137,62067,11055,112171,5835,,,06089,6089
2020-08-06,71,579,70,55,39,80,,,146,64442,11160,109819,5812,,,06089,6089
2020-08-07,73,579,73,55,40,80,,,155,66804,11234,107498,5771,,,06089,6089
2020-08-08,75,579,75,55,41,80,,,165,69145,11277,105214,5713,,,06089,6089
2020-08-09,77,579,77,55,42,80,,,175,71460,11287,102973,5639,,,06089,6089
2020-08-10,79,579,79,55,43,80,,,185,73741,11265,100782,5550,,,06089,6089
2020-08-11,81,579,81,55,43,80,,,195,75982,11212,98644,5447,,,06089,6089
2020-08-12,82,579,82,55,44,80,,,206,78180,11128,96563,5330,,,06089,6089
2020-08-13,84,579,84,55,44,80,,,216,80327,11014,94544,5202,,,06089,6089
2020-08-14,85,579,85,55,45,80,,,227,82419,10872,92590,5064,,,06089,6089
2020-08-15,86,579,86,55,45,80,,,238,84454,10704,90702,4917,,,06089,6089
2020-08-16,87,579,87,55,45,80,,,249,86427,10512,88883,4762,,,06089,6089
2020-08-17,87,579,87,55,45,80,,,260,88337,10296,87134,4602,,,06089,6089
2020-08-18,88,579,87,55,45,80,,,271,90180,10061,85456,4437,,,06089,6089
2020-08-19,88,579,88,55,45,80,,,282,91955,9807,83850,4269,,,06089,6089
2020-08-20,88,579,88,55,45,80,,,293,93661,9539,82313,4099,,,06089,6089
2020-08-21,87,579,87,55,44,80,,,304,95298,9257,80848,3927,,,06089,6089
2020-08-22,87,579,87,55,44,80,,,314,96865,8965,79451,3756,,,06089,6089
2020-08-23,86,579,86,55,43,80,,,325,98363,8663,78123,3586,,,06089,6089
2020-08-24,86,579,86,55,42,80,,,336,99793,8355,76862,3418,,,06089,6089
2020-08-25,85,579,85,55,42,80,,,346,101154,8042,75665,3253,,,06089,6089
2020-08-26,84,579,84,55,41,80,,,356,102449,7726,74532,3092,,,06089,6089
2020-08-27,82,579,82,55,40,80,,,367,103680,7410,73458,2935,,,06089,6089
2020-08-28,81,579,81,55,39,80,,,376,104847,7095,72444,2782,,,06089,6089
2020-08-29,80,579,80,55,38,80,,,386,105951,6781,71487,2634,,,06089,6089
2020-08-30,78,579,78,55,37,80,,,396,106996,6473,70586,2491,,,06089,6089
2020-08-31,77,579,76,55,36,80,,,405,107983,6169,69737,2352,,,06089,6089
2020-09-01,75,579,75,55,35,80,,,414,108916,5871,68938,2219,,,06089,6089
2020-09-02,73,579,73,55,34,80,,,423,109795,5581,68186,2092,,,06089,6089
2020-09-03,71,579,71,55,33,80,,,431,110623,5298,67479,1971,,,06089,6089
2020-09-04,69,579,69,55,32,80,,,440,111404,5024,66815,1855,,,06089,6089
2020-09-05,67,579,67,55,31,80,,,448,112138,4758,66191,1744,,,06089,6089
2020-09-06,65,579,65,55,29,80,,,456,112828,4502,65606,1639,,,06089,6089
2020-09-07,63,579,63,55,28,80,,,463,113477,4256,65057,1540,,,06089,6089
2020-09-08,62,579,61,55,27,80,,,470,114085,4019,64542,1445,,,06089,6089
2020-09-09,60,579,59,55,26,80,,,477,114656,3792,64061,1356,,,06089,6089
2020-09-10,58,579,58,55,25,80,,,484,115192,3575,63610,1271,,,06089,6089
2020-09-11,56,579,56,55,24,80,,,491,115694,3368,63187,1191,,,06089,6089
2020-09-12,54,579,54,55,23,80,,,497,116165,3171,62792,1116,,,06089,6089
2020-09-13,52,579,52,55,22,80,,,503,116606,2983,62422,1045,,,06089,6089
2020-09-14,50,579,50,55,21,80,,,509,117018,2804,62076,978,,,06089,6089
2020-09-15,48,579,48,55,20,80,,,514,117405,2635,61753,915,,,06089,6089
2020-09-16,46,579,46,55,19,80,,,519,117766,2474,61450,856,,,06089,6089
2020-09-17,44,579,44,55,18,80,,,524,118104,2322,61168,801,,,06089,6089
2020-09-18,42,579,42,55,17,80,,,528,118420,2178,60904,749,,,06089,6089
2020-03-03,15,1204,15,47,9,130,,,0,11169,3106,749448,1485,,,06077,6077
2020-03-04,16,1204,15,47,9,130,,,0,11770,3076,748864,1467,,,06077,6077
2020-03-05,16,1204,16,47,10,130,,,0,12365,3045,748287,1449,,,06077,6077
2020-03-06,17,1204,16,47,10,130,,,0,12953,3014,747716,1433,,,06077,6077
2020-03-07,17,1204,16,47,10,130,,,0,13534,2982,747151,1417,,,06077,6077
2020-03-08,17,1204,16,47,10,130,,,0,14108,2951,746592,1401,,,06077,6077
2020-03-09,18,1204,17,47,10,130,,,0,14677,2919,746040,1385,,,06077,6077
2020-03-10,18,1204,17,47,10,130,,,0,15238,2888,745494,1370,1,,06077,6077
2020-03-11,18,1204,17,47,11,130,1.5,4,0,15794,2857,744954,1354,1,,06077,6077
2020-03-12,18,1204,17,47,11,130,1.46,2.94,0,16343,2825,744420,1339,3,,06077,6077
2020-03-13,18,1204,17,47,11,130,1.42,2.5,0,16886,2794,743892,1323,8,,06077,6077
2020-03-14,18,1204,17,47,11,130,1.38,2.24,0,17423,2763,743371,1308,8,,06077,6077
2020-03-15,18,1204,17,47,11,130,1.36,2.04,0,17953,2733,742855,1293,8,,06077,6077
2020-03-16,18,1204,17,47,11,130,1.5,1.96,0,18478,2702,742346,1278,9,,06077,6077
2020-03-17,18,1204,17,47,11,130,1.46,1.76,0,18996,2672,741843,1262,13,,06077,6077
2020-03-18,18,1204,17,47,11,130,1.56,1.66,0,19508,2641,741346,1248,14,,06077,6077
2020-03-19,17,1204,17,47,11,130,1.64,1.52,0,20014,2610,740854,1233,17,,06077,6077
2020-03-20,17,1204,17,47,11,130,1.68,1.38,0,20514,2580,740369,1218,20,,06077,6077
2020-03-21,17,1204,16,47,11,130,1.6,1.26,0,21008,2550,739890,1204,29,,06077,6077
2020-03-22,17,1204,16,47,10,130,1.62,1.18,0,21496,2520,739416,1189,34,,06077,6077
2020-03-23,17,1204,16,47,10,130,1.64,1.08,0,21978,2491,738948,1175,51,,06077,6077
2020-03-24,17,1204,16,47,10,130,1.64,1,0,22455,2461,738486,1160,60,,06077,6077
2020-03-25,17,1204,16,47,10,130,1.62,0.94,0,22925,2432,738030,1146,71,,06077,6077
2020-03-26,16,1204,16,47,10,130,1.6,0.9,0,23390,2402,737580,1132,83,,06077,6077
2020-03-27,16,1204,16,47,10,130,1.6,0.82,0,23849,2373,737135,1118,93,,06077,6077
2020-03-28,16,1204,15,47,10,130,1.52,0.8,0,24302,2344,736696,1104,101,,06077,6077
2020-03-29,16,1204,15,47,10,130,1.48,0.74,0,24749,2316,736262,1090,121,,06077,6077
2020-03-30,16,1204,15,47,10,130,1.44,0.7,0,25191,2287,735835,1076,136,,06077,6077
2020-03-31,16,1204,15,47,10,130,1.4,0.68,0,25627,2259,735412,1062,151,,06077,6077
2020-04-01,15,1204,15,47,10,130,1.36,0.68,0,26058,2231,734995,1049,161,,06077,6077
2020-04-02,15,1204,14,47,9,130,1.34,0.64,0,26483,2203,734584,1035,178,,06077,6077
2020-04-03,15,1204,14,47,9,130,1.32,0.62,0,26902,2175,734177,1022,185,,06077,6077
2020-04-04,15,1204,14,47,9,130,1.28,0.6,0,27317,2148,733777,1008,189,,06077,6077
2020-04-05,15,1204,14,47,9,130,1.26,0.6,0,27725,2120,733381,995,203,,06077,6077
2020-04-06,14,1204,14,47,9,130,1.24,0.58,0,28129,2093,732991,982,212,,06077,6077
2020-04-07,14,1204,14,47,9,130,1.24,0.56,0,28527,2066,732606,969,223,,06077,6077
2020-04-08,14,1204,13,47,9,130,1.24,0.56,0,28919,2040,732226,956,237,,06077,6077
2020-04-09,14,1204,13,47,9,130,1.26,0.54,0,29307,2013,731851,943,245,,06077,6077
2020-04-10,14,1204,13,47,9,130,1.26,0.54,0,29689,1987,731482,931,257,,06077,6077
2020-04-11,14,1204,13,47,9,130,1.26,0.54,0,30066,1961,731117,918,258,,06077,6077
2020-04-12,13,1204,13,47,8,130,1.28,0.5,0,30438,1935,730757,906,273,,06077,6077
2020-04-13,13,1204,12,47,8,130,1.26,0.5,0,30805,1909,730403,893,293,,06077,6077
2020-04-14,13,1204,12,47,8,130,1.26,0.5,0,31168,1884,730053,881,335,,06077,6077
2020-04-15,13,1204,12,47,8,130,1.26,0.48,0,31525,1858,729707,869,364,,06077,6077
2020-04-16,13,1204,12,47,8,130,1.24,0.48,0,31878,1833,729367,857,369,,06077,6077
2020-04-17,12,1204,12,47,8,130,1.24,0.46,0,32225,1809,729031,845,398,,06077,6077
2020-04-18,12,1204,12,47,8,130,1.22,0.46,0,32568,1784,728700,834,410,,06077,6077
2020-04-19,12,1204,11,47,8,130,1.2,0.46,0,32906,1760,728373,822,418,,06077,6077
2020-04-20,12,1204,11,47,8,130,1.18,0.46,0,33240,1736,728051,811,446,,06077,6077
2020-04-21,12,1204,11,47,7,130,1.14,0.44,0,33569,1712,727734,799,456,,06077,6077
2020-04-22,12,1204,11,47,7,130,1.12,0.44,0,33893,1688,727421,788,472,,06077,6077
2020-04-23,11,1204,11,47,7,130,1.1,0.44,0,34213,1665,727112,777,487,,06077,6077
2020-04-24,11,1204,11,47,7,130,1.08,0.44,0,34528,1642,726808,766,495,,06077,6077
2020-04-25,11,1204,10,47,7,130,1.06,0.44,0,34837,1619,726510,755,507,,06077,6077
2020-04-26,11,1204,10,47,7,130,1.06,0.44,0,35144,1596,726213,744,523,,06077,6077
2020-04-27,11,1204,10,47,7,130,1.04,0.44,0,35446,1574,725922,733,527,,06077,6077
2020-04-28,11,1204,10,47,7,130,1.02,0.46,0,35744,1552,725634,723,529,,06077,6077
2020-04-29,10,1204,10,47,7,130,1.02,0.44,0,36038,1530,725351,712,540,,06077,6077
2020-04-30,10,1204,10,47,7,130,1.02,0.44,0,36326,1508,725073,702,543,,06077,6077
2020-05-01,10,1204,10,47,6,130,1,0.44,0,36608,1487,724801,692,557,,06077,6077
2020-05-02,10,1204,9,47,6,130,1,0.44,0,36883,1466,724536,682,560,,06077,6077
2020-05-03,10,1204,9,47,6,130,1,0.46,0,37160,1445,724270,672,570,,06077,6077
2020-05-04,10,1204,9,47,6,130,0.98,0.46,0,37432,1424,724007,662,574,,06077,6077
2020-05-05,9,1204,9,47,6,130,0.98,0.46,0,37700,1403,723749,653,578,,06077,6077
2020-05-06,9,1204,9,47,6,130,1,0.46,0,37965,1383,723494,643,579,,06077,6077
2020-05-07,9,1204,9,47,6,130,1,0.46,0,38225,1364,723239,637,581,,06077,6077
2020-05-08,9,1204,9,47,6,130,1,0.46,0,38485,1347,722979,638,597,,06077,6077
2020-05-09,9,1204,8,47,6,130,1,0.46,0,38747,1334,722712,643,605,,06077,6077
2020-05-10,9,1204,8,47,6,130,1.02,0.46,0,39011,1326,722438,652,612,,06077,6077
2020-05-11,9,1204,8,47,6,130,1.02,0.46,0,39279,1324,722157,666,621,,06077,6077
2020-05-12,9,1204,8,47,6,130,1.02,0.48,0,39554,1328,721866,682,629,,06077,6077
2020-05-13,8,1204,8,47,5,130,1.04,0.48,0,39836,1337,721564,701,638,,06077,6077
2020-05-14,8,1204,8,47,5,130,1.04,0.48,0,40126,1353,721251,724,644,,06077,6077
2020-05-15,8,1204,8,47,5,130,1.06,0.46,0,40427,1375,720923,751,659,,06077,6077
2020-05-16,8,1204,8,47,5,130,1.06,0.46,0,40741,1404,720580,781,670,,06077,6077
2020-05-17,8,1204,8,47,5,130,1.06,0.46,0,41068,1440,720218,816,689,,06077,6077
2020-05-18,8,1204,8,47,5,130,1.06,0.46,0,41409,1482,719838,855,699,,06077,6077
2020-05-19,8,1204,8,47,5,130,1.06,0.46,0,41769,1533,719432,900,709,,06077,6077
2020-05-20,9,1204,8,47,5,130,1.04,0.48,0,42147,1591,719005,950,716,,06077,6077
2020-05-21,9,1204,8,47,6,130,1.08,0.46,0,42545,1657,718554,1002,733,,06077,6077
2020-05-22,9,1204,8,47,6,130,1.08,0.46,0,42964,1730,718084,1053,752,,06077,6077
2020-05-23,9,1204,9,47,6,130,1.08,0.44,0,43404,1808,717593,1104,752,,06077,6077
2020-05-24,9,1204,9,47,6,130,1.08,0.44,0,43865,1891,717080,1156,752,,06077,6077
2020-05-25,10,1204,9,47,6,130,1.08,0.46,0,44348,1978,716544,1210,752,,06077,6077
2020-05-26,10,1204,9,47,6,130,1.1,0.44,0,44853,2069,715984,1265,771,,06077,6077
2020-05-27,10,1204,10,47,6,130,1.14,0.44,0,45381,2165,715398,1322,834,,06077,6077
2020-05-28,11,1204,10,47,7,130,1.2,0.44,1,45932,2264,714787,1382,842,,06077,6077
2020-05-29,11,1204,11,47,7,130,1.2,0.44,2,46509,2368,714148,1445,858,,06077,6077
2020-05-30,12,1204,11,47,7,130,1.22,0.42,3,47111,2475,713481,1510,858,,06077,6077
2020-05-31,12,1204,12,47,7,130,1.26,0.4,5,47741,2588,712784,1577,858,,06077,6077
2020-06-01,13,1204,12,47,8,130,1.28,0.4,6,48399,2705,712055,1648,908,,06077,6077
2020-06-02,13,1204,13,47,8,130,1.32,0.38,8,49088,2827,711293,1721,982,,06077,6077
2020-06-03,14,1204,13,47,8,130,1.32,0.4,9,49806,2954,710498,1797,1080,,06077,6077
2020-06-04,14,1204,14,47,9,130,1.32,0.36,11,50558,3086,709667,1876,1024,,06077,6077
2020-06-05,15,1204,14,47,9,130,1.32,0.38,13,51343,3224,708800,1959,1050,,06077,6077
2020-06-06,16,1204,15,47,10,130,1.34,0.36,15,52160,3367,707897,2044,1118,,06077,6077
2020-06-07,16,1204,16,47,10,130,1.34,0.34,16,53015,3516,706954,2133,1161,,06077,6077
2020-06-08,17,1204,16,47,10,130,1.34,0.34,18,53908,3671,705969,2225,1195,,06077,6077
2020-06-09,18,1204,17,47,11,130,1.32,0.34,20,54836,3831,704946,2320,1259,,06077,6077
2020-06-10,19,1204,18,47,11,130,1.3,0.32,23,55804,3998,703879,2419,1309,,06077,6077
2020-06-11,20,1204,19,47,12,130,1.28,0.32,25,56812,4171,702769,2521,1388,,06077,6077
2020-06-12,21,1204,20,47,12,130,1.28,0.32,27,57862,4350,701613,2626,1444,,06077,6077
2020-06-13,22,1204,20,47,13,130,1.28,0.3,30,58955,4536,700411,2736,1547,,06077,6077
2020-06-14,22,1204,21,47,14,130,1.24,0.3,32,60093,4728,699160,2848,1652,,06077,6077
2020-06-15,23,1204,22,47,14,130,1.24,0.3,35,61278,4927,697859,2965,1716,,06077,6077
2020-06-16,25,1204,23,47,15,130,1.22,0.3,38,62511,5133,696505,3085,1749,,06077,6077
2020-06-17,26,1204,24,47,16,130,1.2,0.28,40,63794,5346,695098,3209,1888,,06077,6077
2020-06-18,27,1204,25,47,16,130,1.2,0.28,43,65129,5566,693635,3337,,,06077,6077
2020-06-19,28,1204,26,47,17,130,,,47,66517,5794,692114,3470,,,06077,6077
2020-06-20,29,1204,28,47,18,130,,,50,67963,6031,690524,3615,,,06077,6077
2020-06-21,30,1204,29,47,18,130,,,53,69471,6281,688853,3777,,,06077,6077
2020-06-22,32,1204,30,47,19,130,,,57,71049,6548,687097,3956,,,06077,6077
2020-06-23,33,1204,31,47,20,130,,,60,72706,6836,685245,4150,,,06077,6077
2020-06-24,34,1204,33,47,21,130,,,64,74445,7144,683295,4361,,,06077,6077
2020-06-25,36,1204,34,47,22,130,,,68,76273,7476,681240,4588,,,06077,6077
2020-06-26,38,1204,36,47,23,130,,,73,78195,7834,679073,4833,,,06077,6077
2020-06-27,40,1204,38,47,24,130,,,78,80219,8219,676785,5097,,,06077,6077
2020-06-28,43,1204,41,47,25,130,,,84,82355,8634,674366,5381,,,06077,6077
2020-06-29,46,1204,43,47,26,130,,,90,84611,9080,671804,5686,,,06077,6077
2020-06-30,48,1204,46,47,27,130,,,97,86996,9562,669090,6015,,,06077,6077
2020-07-01,51,1204,49,47,29,130,,,104,89522,10080,666212,6368,,,06077,6077
2020-07-02,54,1204,52,47,30,130,,,111,92196,10638,663158,6748,,,06077,6077
2020-07-03,58,1204,55,47,32,130,,,119,95029,11238,659919,7154,,,06077,6077
2020-07-04,61,1204,59,47,33,130,,,127,98031,11879,656493,7577,,,06077,6077
2020-07-05,65,1204,62,47,35,130,,,136,101207,12560,652890,8004,,,06077,6077
2020-07-06,69,1204,66,47,37,130,,,145,104560,13275,649105,8437,,,06077,6077
2020-07-07,73,1204,70,47,39,130,,,154,108091,14019,645129,8882,,,06077,6077
2020-07-08,77,1204,74,47,41,130,,,164,111805,14791,640958,9338,,,06077,6077
2020-07-09,82,1204,79,47,43,130,,,175,115708,15590,636588,9805,,,06077,6077
2020-07-10,87,1204,83,47,45,130,,,186,119803,16416,632017,10281,,,06077,6077
2020-07-11,92,1204,88,47,48,130,,,198,124094,17267,627242,10765,,,06077,6077
2020-07-12,97,1204,93,47,50,130,,,211,128584,18140,622262,11256,,,06077,6077
2020-07-13,103,1204,98,47,53,130,,,224,133275,19032,617076,11751,,,06077,6077
2020-07-14,108,1204,104,47,56,130,,,238,138168,19941,611685,12249,,,06077,6077
2020-07-15,114,1204,109,47,59,130,,,253,143263,20866,606089,12749,,,06077,6077
2020-07-16,120,1204,115,47,62,130,,,268,148563,21807,600293,13246,,,06077,6077
2020-07-17,127,1204,121,47,65,130,,,284,154064,22757,594298,13739,,,06077,6077
2020-07-18,133,1204,128,47,68,130,,,302,159765,23712,588112,14224,,,06077,6077
2020-07-19,140,1204,134,47,71,130,,,319,165663,24668,581739,14700,,,06077,6077
2020-07-20,147,1204,141,47,75,130,,,338,171748,25618,575191,15162,,,06077,6077
2020-07-21,154,1204,147,47,78,130,,,358,178015,26557,568480,15607,,,06077,6077
2020-07-22,161,1204,154,47,82,130,,,378,184462,27484,561606,16034,,,06077,6077
2020-07-23,168,1204,161,47,85,130,,,400,191075,28392,554588,16439,,,06077,6077
2020-07-24,175,1204,168,47,88,130,,,422,197843,29273,547441,16818,,,06077,6077
2020-07-25,182,1204,175,47,92,130,,,446,204765,30127,540166,17171,,,06077,6077
2020-07-26,189,1204,182,47,95,130,,,470,211817,30944,532792,17492,,,06077,6077
