date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,cumulativePositiveTests,cumulativeNegativeTests,fips_char,fips
2020-06-27,11,3252,10,140,7,342,,,62,73672,3070,806061,1802,,,06075,6075
2020-06-28,11,3252,10,140,7,342,,,64,74427,3187,805205,1903,,,06075,6075
2020-06-29,11,3252,11,140,7,342,,,66,75226,3322,804292,2017,,,06075,6075
2020-06-30,11,3252,11,140,7,342,,,68,76076,3477,803314,2146,,,06075,6075
2020-07-01,12,3252,11,140,7,342,,,70,76981,3654,802263,2291,,,06075,6075
2020-07-02,12,3252,12,140,8,342,,,73,77948,3855,801133,2454,,,06075,6075
2020-07-03,13,3252,12,140,8,342,,,75,78986,4082,799911,2638,,,06075,6075
2020-07-04,13,3252,12,140,8,342,,,77,80102,4338,798601,2833,,,06075,6075
2020-07-05,14,3252,13,140,9,342,,,80,81297,4619,797210,3028,,,06075,6075
2020-07-06,14,3252,14,140,9,342,,,82,82573,4921,795731,3231,,,06075,6075
2020-07-07,15,3252,14,140,9,342,,,85,83933,5244,794159,3443,,,06075,6075
2020-07-08,16,3252,15,140,10,342,,,88,85383,5587,792487,3666,,,06075,6075
2020-07-09,17,3252,16,140,10,342,,,91,86925,5951,790709,3901,,,06075,6075
2020-07-10,18,3252,17,140,11,342,,,94,88566,6337,788821,4148,,,06075,6075
2020-07-11,19,3252,18,140,12,342,,,97,90311,6745,786815,4409,,,06075,6075
2020-07-12,20,3252,19,140,12,342,,,101,92165,7177,784686,4684,,,06075,6075
2020-07-13,21,3252,20,140,13,342,,,104,94134,7633,782428,4973,,,06075,6075
2020-07-14,23,3252,22,140,14,342,,,108,96229,8115,780028,5278,,,06075,6075
2020-07-15,24,3252,23,140,15,342,,,112,98456,8624,777481,5598,,,06075,6075
2020-07-16,26,3252,24,140,16,342,,,117,100813,9158,774787,5935,,,06075,6075
2020-07-17,27,3252,26,140,17,342,,,122,103305,9720,771944,6286,,,06075,6075
2020-07-18,29,3252,28,140,18,342,,,127,105942,10311,768941,6652,,,06075,6075
2020-07-19,31,3252,29,140,19,342,,,132,108732,10932,765769,7034,,,06075,6075
2020-07-20,33,3252,31,140,20,342,,,137,111681,11582,762422,7432,,,06075,6075
2020-07-21,35,3252,33,140,21,342,,,143,114796,12261,758893,7846,,,06075,6075
2020-07-22,37,3252,35,140,22,342,,,150,118083,12971,755176,8276,,,06075,6075
2020-07-23,39,3252,37,140,24,342,,,156,121548,13711,751266,8722,,,06075,6075
2020-07-24,41,3252,39,140,25,342,,,163,125198,14482,747155,9182,,,06075,6075
2020-07-25,44,3252,42,140,27,342,,,171,129039,15282,742840,9656,,,06075,6075
2020-07-26,46,3252,44,140,28,342,,,179,133076,16112,738315,10144,,,06075,6075
2020-07-27,49,3252,47,140,30,342,,,187,137315,16971,733577,10644,,,06075,6075
2020-07-28,52,3252,50,140,31,342,,,196,141759,17857,728621,11155,,,06075,6075
2020-07-29,55,3252,52,140,33,342,,,205,146414,18770,723445,11676,,,06075,6075
2020-07-30,58,3252,55,140,35,342,,,215,151283,19708,718048,12205,,,06075,6075
2020-07-31,61,3252,58,140,37,342,,,225,156368,20668,712427,12740,,,06075,6075
2020-08-01,64,3252,62,140,39,342,,,236,161672,21649,706584,13279,,,06075,6075
2020-08-02,68,3252,65,140,41,342,,,248,167197,22648,700518,13820,,,06075,6075
2020-08-03,71,3252,68,140,43,342,,,260,172942,23662,694232,14361,,,06075,6075
2020-08-04,76,3252,73,140,45,342,,,276,178907,24689,687729,14899,,,06075,6075
2020-08-05,81,3252,78,140,48,342,,,293,185091,25724,681014,15431,,,06075,6075
2020-08-06,86,3252,83,140,50,342,,,311,191488,26762,674093,15955,,,06075,6075
2020-08-07,92,3252,88,140,52,342,,,330,198096,27799,666973,16467,,,06075,6075
2020-08-08,97,3252,93,140,55,342,,,351,204911,28831,659661,16963,,,06075,6075
2020-08-09,103,3252,98,140,57,342,,,372,211926,29853,652167,17442,,,06075,6075
2020-08-10,108,3252,104,140,60,342,,,394,219133,30858,644502,17901,,,06075,6075
2020-08-11,114,3252,109,140,62,342,,,418,226520,31841,636681,18334,,,06075,6075
2020-08-12,119,3252,115,140,65,342,,,442,234080,32798,628716,18740,,,06075,6075
2020-08-13,125,3252,120,140,67,342,,,467,241797,33721,620624,19114,,,06075,6075
2020-08-14,130,3252,125,140,70,342,,,494,249661,34606,612420,19455,,,06075,6075
2020-08-15,136,3252,131,140,72,342,,,521,257657,35447,604119,19759,,,06075,6075
2020-08-16,141,3252,136,140,74,342,,,550,265770,36239,595740,20025,,,06075,6075
2020-08-17,146,3252,141,140,77,342,,,580,273982,36975,587303,20250,,,06075,6075
2020-08-18,152,3252,146,140,79,342,,,610,282278,37651,578826,20430,,,06075,6075
2020-08-19,157,3252,151,140,81,342,,,642,290640,38259,570329,20566,,,06075,6075
2020-08-20,162,3252,156,140,84,342,,,674,299046,38794,561829,20660,,,06075,6075
2020-08-21,167,3252,161,140,86,342,,,708,307481,39255,553348,20707,,,06075,6075
2020-08-22,171,3252,165,140,88,342,,,742,315925,39640,544905,20705,,,06075,6075
2020-08-23,176,3252,170,140,90,342,,,777,324358,39945,536518,20658,,,06075,6075
2020-08-24,180,3252,174,140,91,342,,,813,332763,40167,528206,20566,,,06075,6075
2020-08-25,184,3252,177,140,93,342,,,850,341121,40305,519986,20429,,,06075,6075
2020-08-26,188,3252,181,140,94,342,,,887,349411,40359,511876,20248,,,06075,6075
2020-08-27,191,3252,184,140,96,342,,,925,357620,40330,503889,20026,,,06075,6075
2020-08-28,194,3252,187,140,97,342,,,963,365729,40217,496042,19765,,,06075,6075
2020-08-29,197,3252,190,140,98,342,,,1002,373727,40021,488343,19466,,,06075,6075
2020-08-30,199,3252,193,140,99,342,,,1042,381594,39746,480809,19133,,,06075,6075
2020-08-31,201,3252,195,140,99,342,,,1082,389321,39392,473446,18768,,,06075,6075
2020-09-01,203,3252,196,140,100,342,,,1122,396893,38963,466266,18376,,,06075,6075
2020-09-02,205,3252,198,140,100,342,,,1162,404299,38464,459278,17958,,,06075,6075
2020-09-03,206,3252,199,140,100,342,,,1203,411531,37897,452487,17517,,,06075,6075
2020-09-04,206,3252,200,140,100,342,,,1243,418579,37269,445900,17056,,,06075,6075
2020-09-05,207,3252,200,140,100,342,,,1284,425435,36586,439521,16579,,,06075,6075
2020-09-06,207,3252,200,140,100,342,,,1324,432095,35850,433352,16088,,,06075,6075
2020-09-07,206,3252,200,140,99,342,,,1365,438553,35068,427395,15587,,,06075,6075
2020-09-08,206,3252,199,140,98,342,,,1405,444806,34243,421652,15078,,,06075,6075
2020-09-09,205,3252,198,140,97,342,,,1445,450850,33383,416122,14564,,,06075,6075
2020-09-10,203,3252,197,140,96,342,,,1485,456684,32491,410803,14048,,,06075,6075
2020-09-11,202,3252,196,140,95,342,,,1524,462308,31574,405695,13532,,,06075,6075
2020-09-12,200,3252,194,140,94,342,,,1563,467723,30637,400794,13019,,,06075,6075
2020-09-13,198,3252,192,140,92,342,,,1601,472928,29681,396098,12509,,,06075,6075
2020-09-14,195,3252,189,140,91,342,,,1639,477928,28717,391602,12006,,,06075,6075
2020-09-15,193,3252,187,140,89,342,,,1676,482723,27745,387303,11509,,,06075,6075
2020-09-16,190,3252,184,140,87,342,,,1713,487317,26769,383197,11022,,,06075,6075
2020-09-17,187,3252,181,140,85,342,,,1749,491715,25797,379276,10545,,,06075,6075
2020-09-18,184,3252,178,140,83,342,,,1784,495919,24828,375539,10078,,,06075,6075
2020-03-10,0,6005,0,276,0,643,1.74,3.2,0,0,82,3338148,98,2,,06073,6073
2020-03-11,0,6005,0,276,0,643,1.62,2.46,0,46,109,3338068,132,2,,06073,6073
2020-03-12,0,6005,0,276,0,643,2,2.18,0,109,146,3337962,176,2,43,06073,6073
2020-03-13,0,6005,0,276,0,643,2,1.8,0,192,194,3337820,234,11,134,06073,6073
2020-03-14,0,6005,0,276,0,643,2.12,1.52,0,303,259,3337630,313,11,134,06073,6073
2020-03-15,0,6005,0,276,0,643,2.26,1.3,0,451,346,3337378,417,33,,06073,6073
2020-03-16,1,6005,1,276,0,643,2.26,1.12,0,648,461,3337042,556,47,,06073,6073
2020-03-17,1,6005,1,276,0,643,2.14,0.98,0,911,615,3336594,741,51,,06073,6073
2020-03-18,2,6005,2,276,1,643,2.02,0.88,0,1262,819,3335996,988,67,,06073,6073
2020-03-19,3,6005,2,276,1,643,1.74,1.04,0,1728,1092,3335202,1315,89,,06073,6073
2020-03-20,4,6005,3,276,2,643,1.71,0.95,0,2344,1449,3334189,1713,89,,06073,6073
2020-03-21,6,6005,5,276,3,643,1.69,0.87,0,3136,1901,3332928,2183,131,,06073,6073
2020-03-22,8,6005,7,276,4,643,1.66,0.82,0,4135,2456,3331384,2727,159,,06073,6073
2020-03-23,10,6005,9,276,5,643,1.6,0.74,0,5371,3124,3329530,3344,205,,06073,6073
2020-03-24,14,6005,11,276,7,643,1.59,0.71,0,6870,3907,3327354,4022,230,,06073,6073
2020-03-25,17,6005,15,276,9,643,1.59,0.69,0,8654,4803,3324851,4740,242,,06073,6073
2020-03-26,22,6005,19,276,11,643,1.58,0.64,0,10735,5803,3322041,5470,341,,06073,6073
2020-03-27,27,6005,23,276,14,643,1.65,0.53,0,13110,6883,3318964,6172,417,,06073,6073
2020-03-28,34,6005,28,276,17,643,1.63,0.51,0,15757,8010,3315684,6804,417,,06073,6073
2020-03-29,41,6005,34,276,21,643,1.59,0.49,0,18638,9141,3312292,7316,519,,06073,6073
2020-03-30,48,6005,41,276,25,643,1.64,0.38,0,21696,10221,3308895,7656,603,,06073,6073
2020-03-31,56,6005,47,276,29,643,1.6,0.36,0,24848,11187,3305614,7784,734,,06073,6073
2020-04-01,64,6005,54,276,33,643,1.55,0.35,0,28005,11975,3302567,7674,849,,06073,6073
2020-04-02,72,6005,61,276,38,643,1.5,0.32,0,31070,12533,3299839,7338,966,,06073,6073
2020-04-03,80,6005,68,276,42,643,1.45,0.31,0,33995,12860,3297207,7044,1112,,06073,6073
2020-04-04,87,6005,74,276,46,643,1.41,0.27,0,36833,13051,3294520,6892,1209,,06073,6073
2020-04-05,93,6005,79,276,49,643,1.37,0.25,0,39627,13166,3291803,6816,1326,,06073,6073
2020-04-06,99,6005,84,276,52,643,1.37,0.19,0,42397,13239,3289068,6780,1404,,06073,6073
2020-04-07,104,6005,89,276,55,643,1.33,0.15,0,45158,13290,3286322,6766,1454,,06073,6073
2020-04-08,109,6005,93,276,58,643,1.3,0.18,0,47916,13328,3283568,6762,1530,19648,06073,6073
2020-04-09,113,6005,97,276,60,643,1.27,0.17,0,50673,13359,3280808,6764,1628,20470,06073,6073
2020-04-10,117,6005,100,276,62,643,1.25,0.15,0,53432,13387,3278045,6769,1693,21660,06073,6073
2020-04-11,120,6005,103,276,64,643,1.23,0.15,0,56194,13411,3275277,6775,1761,21592,06073,6073
2020-04-12,123,6005,105,276,66,643,1.25,0.13,0,58957,13433,3272507,6781,1804,23430,06073,6073
2020-04-13,126,6005,108,276,68,643,1.22,0.14,0,61724,13453,3269734,6788,1847,24285,06073,6073
2020-04-14,128,6005,110,276,69,643,1.21,0.15,0,64493,13472,3266960,6794,1930,25118,06073,6073
2020-04-15,130,6005,111,276,70,643,1.24,0.12,0,67264,13489,3264183,6799,2012,25872,06073,6073
2020-04-16,132,6005,113,276,72,643,1.23,0.13,0,70037,13505,3261405,6804,2087,27045,06073,6073
2020-04-17,133,6005,114,276,73,643,1.22,0.16,0,72814,13521,3258619,6814,2158,28088,06073,6073
2020-04-18,135,6005,116,276,74,643,1.22,0.18,0,75595,13539,3255820,6831,2213,29426,06073,6073
2020-04-19,136,6005,117,276,74,643,1.24,0.16,0,78385,13560,3253009,6853,2268,30326,06073,6073
2020-04-20,137,6005,118,276,75,643,1.21,0.21,0,81184,13587,3250183,6878,2325,31579,06073,6073
2020-04-21,138,6005,119,276,76,643,1.24,0.18,0,83995,13619,3247343,6908,2434,32486,06073,6073
2020-04-22,139,6005,119,276,77,643,1.2,0.2,0,86819,13656,3244487,6941,2491,33943,06073,6073
2020-04-23,140,6005,120,276,77,643,1.19,0.21,0,89656,13700,3241613,6977,2643,36046,06073,6073
2020-04-24,141,6005,121,276,78,643,1.21,0.21,0,92509,13749,3238721,7016,2826,38985,06073,6073
2020-04-25,142,6005,122,276,78,643,1.2,0.24,0,95378,13804,3235810,7058,2943,40695,06073,6073
2020-04-26,142,6005,122,276,79,643,1.21,0.23,0,98266,13865,3232878,7103,3043,41892,06073,6073
2020-04-27,143,6005,123,276,79,643,1.2,0.24,0,101172,13932,3229924,7151,3141,42617,06073,6073
2020-04-28,144,6005,123,276,80,643,1.19,0.23,0,104098,14004,3226946,7202,3314,44989,06073,6073
2020-04-29,144,6005,124,276,80,643,1.18,0.22,0,107046,14083,3223943,7257,3432,46839,06073,6073
2020-04-30,145,6005,125,276,81,643,1.16,0.24,0,110016,14168,3220916,7314,3564,49010,06073,6073
2020-05-01,146,6005,125,276,81,643,1.16,0.22,0,113008,14256,3217870,7369,3711,51488,06073,6073
2020-05-02,147,6005,126,276,82,643,1.15,0.21,0,116021,14346,3214804,7421,3842,53759,06073,6073
2020-05-03,147,6005,126,276,83,643,1.15,0.21,0,119054,14438,3211723,7469,3927,55951,06073,6073
2020-05-04,148,6005,127,276,83,643,1.14,0.2,0,122108,14533,3208625,7513,4020,57151,06073,6073
2020-05-05,149,6005,128,276,84,643,1.13,0.21,0,125181,14627,3205510,7555,4160,59317,06073,6073
2020-05-06,150,6005,129,276,84,643,1.12,0.18,0,128271,14720,3202379,7596,4319,61418,06073,6073
2020-05-07,151,6005,129,276,85,643,1.12,0.18,0,131377,14810,3199231,7638,4429,64633,06073,6073
2020-05-08,151,6005,130,276,85,643,1.1,0.18,0,134500,14899,3196067,7680,4662,67972,06073,6073
2020-05-09,152,6005,131,276,86,643,1.08,0.2,0,137639,14986,3192887,7720,4776,71259,06073,6073
2020-05-10,153,6005,131,276,86,643,1.08,0.2,0,140795,15072,3189692,7759,4926,74552,06073,6073
2020-05-11,154,6005,132,276,87,643,1.08,0.2,0,143966,15156,3186483,7797,5065,77051,06073,6073
2020-05-12,155,6005,133,276,87,643,1.07,0.21,0,147151,15238,3183261,7834,5161,79395,06073,6073
2020-05-13,156,6005,133,276,88,643,1.07,0.19,0,150350,15318,3180025,7870,5278,82819,06073,6073
2020-05-14,156,6005,134,276,88,643,1.07,0.17,0,153565,15397,3176776,7905,5391,86704,06073,6073
2020-05-15,157,6005,135,276,89,643,1.06,0.18,0,156794,15474,3173512,7940,5523,90627,06073,6073
2020-05-16,158,6005,135,276,89,643,1.05,0.17,0,160036,15550,3170237,7973,5662,94993,06073,6073
2020-05-17,159,6005,136,276,90,643,1.05,0.19,0,163290,15623,3166951,8005,5836,99182,06073,6073
2020-05-18,160,6005,137,276,90,643,1.04,0.2,0,166557,15694,3163652,8036,5946,102480,06073,6073
2020-05-19,160,6005,138,276,91,643,1.06,0.18,0,169838,15764,3160342,8066,6026,105009,06073,6073
2020-05-20,161,6005,138,276,91,643,1.05,0.19,0,173132,15832,3157019,8095,6140,109697,06073,6073
2020-05-21,162,6005,139,276,92,643,1.04,0.2,0,176439,15897,3153684,8123,6315,114244,06073,6073
2020-05-22,163,6005,139,276,92,643,1.04,0.18,0,179750,15961,3150346,8150,6434,118181,06073,6073
2020-05-23,163,6005,140,276,93,643,1.03,0.19,8,183074,16022,3146997,8176,6559,121851,06073,6073
2020-05-24,164,6005,141,276,93,643,1.02,0.2,20,186409,16081,3143636,8200,6701,126257,06073,6073
2020-05-25,165,6005,141,276,94,643,1.02,0.2,31,189757,16139,3140266,8224,6797,129861,06073,6073
2020-05-26,166,6005,142,276,94,643,1,0.22,42,193111,16194,3136889,8246,6882,133684,06073,6073
2020-05-27,166,6005,142,276,94,643,1,0.22,54,196475,16247,3133503,8267,6983,136604,06073,6073
2020-05-28,167,6005,143,276,95,643,0.99,0.23,66,199849,16298,3130110,8287,7100,140186,06073,6073
2020-05-29,167,6005,144,276,95,643,0.99,0.23,77,203230,16347,3126710,8306,7240,144670,06073,6073
2020-05-30,168,6005,144,276,96,643,0.99,0.25,89,206619,16393,3123303,8324,7385,148825,06073,6073
2020-05-31,169,6005,145,276,96,643,1,0.26,101,210016,16437,3119890,8340,7481,152658,06073,6073
2020-06-01,169,6005,145,276,96,643,0.99,0.27,113,213419,16479,3116471,8355,7554,156240,06073,6073
2020-06-02,170,6005,145,276,97,643,1,0.28,124,216829,16518,3113048,8369,7674,160059,06073,6073
2020-06-03,170,6005,146,276,97,643,1,0.28,136,220244,16556,3109620,8382,7798,164875,06073,6073
2020-06-04,171,6005,146,276,97,643,1.02,0.26,148,223665,16591,3106188,8394,7940,168447,06073,6073
2020-06-05,171,6005,147,276,98,643,1.03,0.27,160,227090,16623,3102752,8404,8180,174143,06073,6073
2020-06-06,172,6005,147,276,98,643,1.03,0.25,172,230519,16653,3099314,8413,8345,177841,06073,6073
2020-06-07,172,6005,148,276,98,643,1.02,0.26,184,233951,16681,3095874,8421,8345,177841,06073,6073
2020-06-08,173,6005,148,276,99,643,1.03,0.25,196,237386,16706,3092432,8427,8619,187143,06073,6073
2020-06-09,173,6005,148,276,99,643,1.13,0.17,208,240824,16728,3088990,8432,8729,190996,06073,6073
2020-06-10,173,6005,149,276,99,643,1.12,0.16,220,244263,16748,3085546,8436,8837,194742,06073,6073
2020-06-11,174,6005,149,276,99,643,1.11,0.15,233,247704,16766,3082103,8439,8998,199578,06073,6073
2020-06-12,174,6005,149,276,100,643,1.1,0.18,245,251142,16781,3078664,8440,9130,205830,06073,6073
2020-06-13,174,6005,149,276,100,643,1.17,0.0900000000000001,257,254579,16793,3075227,8440,9314,211429,06073,6073
2020-06-14,175,6005,150,276,100,643,1.17,0.0900000000000001,269,258015,16803,3071792,8439,9440,218054,06073,6073
2020-06-15,175,6005,150,276,100,643,1.18,0.0800000000000001,281,261451,16811,3068358,8437,9610,223091,06073,6073
2020-06-16,175,6005,150,276,100,643,1.18,0.0800000000000001,294,264887,16816,3064926,8433,9730,227809,06073,6073
2020-06-17,175,6005,150,276,100,643,1.18,0.1,306,268322,16818,3061496,8428,9854,234467,06073,6073
2020-06-18,176,6005,150,276,101,643,1.19,0.0900000000000001,318,271757,16817,3058068,8421,,,06073,6073
2020-06-19,176,6005,150,276,101,643,,,330,275188,16814,3054644,8414,,,06073,6073
2020-06-20,176,6005,151,276,101,643,,,343,278632,16822,3051141,8474,,,06073,6073
2020-06-21,176,6005,151,276,101,643,,,355,282116,16865,3047518,8612,,,06073,6073
2020-06-22,176,6005,151,276,101,643,,,367,285672,16965,3043751,8824,,,06073,6073
2020-06-23,176,6005,151,276,101,643,,,380,289323,17134,3039824,9098,,,06073,6073
2020-06-24,177,6005,152,276,102,643,,,392,293096,17382,3035719,9431,,,06073,6073
2020-06-25,178,6005,152,276,102,643,,,405,297016,17718,3031413,9817,,,06073,6073
2020-06-26,179,6005,153,276,103,643,,,417,301107,18146,3026879,10260,,,06073,6073
2020-06-27,181,6005,155,276,104,643,,,430,305392,18672,3022087,10767,,,06073,6073
2020-06-28,183,6005,157,276,105,643,,,442,309898,19301,3017005,11343,,,06073,6073
2020-06-29,186,6005,159,276,106,643,,,455,314655,20041,3011596,11995,,,06073,6073
2020-06-30,189,6005,162,276,108,643,,,469,319696,20900,3005817,12733,,,06073,6073
2020-07-01,194,6005,166,276,110,643,,,482,325058,21892,2999623,13565,,,06073,6073
2020-07-02,199,6005,170,276,113,643,,,496,330779,23026,2992966,14502,,,06073,6073
2020-07-03,205,6005,175,276,116,643,,,510,336903,24316,2985797,15546,,,06073,6073
2020-07-04,212,6005,181,276,120,643,,,524,343468,25767,2978126,16652,,,06073,6073
2020-07-05,220,6005,188,276,124,643,,,539,350483,27356,2970004,17759,,,06073,6073
2020-07-06,229,6005,196,276,129,643,,,555,357955,29065,2961402,18889,,,06073,6073
2020-07-07,240,6005,205,276,135,643,,,571,365896,30884,2952293,20057,,,06073,6073
2020-07-08,252,6005,215,276,141,643,,,588,374323,32810,2942649,21274,,,06073,6073
2020-07-09,264,6005,226,276,148,643,,,606,383257,34838,2932440,22548,,,06073,6073
2020-07-10,278,6005,238,276,155,643,,,625,392730,36972,2921634,23882,,,06073,6073
2020-07-11,293,6005,251,276,163,643,,,644,402743,39213,2910228,25275,,,06073,6073
2020-07-12,310,6005,264,276,172,643,,,665,413371,41566,2898147,26727,,,06073,6073
2020-07-13,327,6005,279,276,181,643,,,687,424613,44032,2885393,28240,,,06073,6073
2020-07-14,346,6005,295,276,191,643,,,710,436463,46610,2871970,29813,,,06073,6073
2020-07-15,366,6005,313,276,201,643,,,736,448959,49303,2857843,31445,,,06073,6073
2020-07-16,394,6005,337,276,212,643,,,769,462124,52110,2842988,33134,,,06073,6073
2020-07-17,423,6005,363,276,224,643,,,804,475997,55032,2827371,34879,,,06073,6073
2020-07-18,453,6005,390,276,237,643,,,841,490587,58067,2810982,36677,,,06073,6073
2020-07-19,484,6005,418,276,250,643,,,881,505924,61213,2793796,38526,,,06073,6073
2020-07-20,517,6005,446,276,264,643,,,924,522019,64467,2775805,40422,,,06073,6073
2020-07-21,551,6005,477,276,278,643,,,969,538897,67824,2756990,42359,,,06073,6073
2020-07-22,586,6005,508,276,293,643,,,1016,556568,71283,2737345,44333,,,06073,6073
2020-07-23,623,6005,540,276,309,643,,,1067,575051,74837,2716860,46335,,,06073,6073
2020-07-24,661,6005,574,276,326,643,,,1120,594355,78479,2695533,48358,,,06073,6073
2020-07-25,700,6005,609,276,343,643,,,1176,614488,82199,2673361,50397,,,06073,6073
2020-07-26,740,6005,644,276,360,643,,,1236,635454,85984,2650350,52442,,,06073,6073
2020-07-27,782,6005,681,276,378,643,,,1299,657253,89825,2626506,54487,,,06073,6073
2020-07-28,825,6005,719,276,397,643,,,1365,679882,93707,2601843,56521,,,06073,6073
2020-07-29,869,6005,758,276,417,643,,,1434,703334,97616,2576381,58532,,,06073,6073
2020-07-30,914,6005,798,276,436,643,,,1507,727599,101539,2550137,60510,,,06073,6073
2020-07-31,960,6005,838,276,456,643,,,1584,752659,105456,2523146,62441,,,06073,6073
2020-08-01,1006,6005,880,276,477,643,,,1664,778487,109347,2495447,64312,,,06073,6073
2020-08-02,1054,6005,922,276,498,643,,,1748,805043,113183,2467094,66108,,,06073,6073
2020-08-03,1102,6005,964,276,519,643,,,1835,832328,116963,2438089,67829,,,06073,6073
2020-08-04,1150,6005,1007,276,540,643,,,1927,860289,120659,2408498,69459,,,06073,6073
2020-08-05,1199,6005,1050,276,561,643,,,2022,888866,124238,2378400,70980,,,06073,6073
2020-08-06,1248,6005,1094,276,583,643,,,2121,918059,127699,2347796,72392,,,06073,6073
2020-08-07,1297,6005,1137,276,604,643,,,2224,947783,131008,2316788,73676,,,06073,6073
2020-08-08,1345,6005,1180,276,625,643,,,2330,977975,134138,2285453,74819,,,06073,6073
2020-08-09,1393,6005,1223,276,646,643,,,2441,1008633,137090,2253793,75820,,,06073,6073
2020-08-10,1441,6005,1265,276,666,643,,,2555,1039662,139838,2221926,76658,,,06073,6073
2020-08-11,1487,6005,1307,276,686,643,,,2673,1071014,142368,2189908,77324,,,06073,6073
2020-08-12,1533,6005,1348,276,706,643,,,2794,1102609,144658,2157825,77813,,,06073,6073
2020-08-13,1577,6005,1387,276,725,643,,,2919,1134379,146691,2125745,78122,,,06073,6073
2020-08-14,1619,6005,1426,276,743,643,,,3047,1166252,148439,2093730,78264,,,06073,6073
2020-08-15,1660,6005,1462,276,760,643,,,3178,1198129,149869,2061859,78258,,,06073,6073
2020-08-16,1700,6005,1498,276,776,643,,,3313,1229991,150994,2030172,78083,,,06073,6073
2020-08-17,1737,6005,1531,276,791,643,,,3450,1261756,151828,1998773,77717,,,06073,6073
2020-08-18,1771,6005,1563,276,805,643,,,3590,1293338,152341,1967722,77186,,,06073,6073
2020-08-19,1803,6005,1592,276,817,643,,,3733,1324669,152533,1937081,76496,,,06073,6073
2020-08-20,1833,6005,1619,276,829,643,,,3877,1355688,152406,1906907,75651,,,06073,6073
2020-08-21,1860,6005,1644,276,839,643,,,4024,1386326,151963,1877261,74659,,,06073,6073
2020-08-22,1883,6005,1666,276,847,643,,,4173,1416516,151214,1848202,73528,,,06073,6073
2020-08-23,1904,6005,1685,276,854,643,,,4323,1446235,150163,1819746,72264,,,06073,6073
2020-08-24,1921,6005,1702,276,860,643,,,4475,1475406,148824,1791957,70883,,,06073,6073
2020-08-25,1936,6005,1716,276,864,643,,,4627,1504007,147203,1764850,69389,,,06073,6073
2020-08-26,1947,6005,1727,276,866,643,,,4781,1531973,145319,1738470,67804,,,06073,6073
2020-08-27,1954,6005,1735,276,867,643,,,4935,1559285,143178,1712830,66131,,,06073,6073
2020-08-28,1959,6005,1740,276,867,643,,,5089,1585897,140801,1687958,64391,,,06073,6073
2020-08-29,1960,6005,1742,276,865,643,,,5243,1611788,138202,1663866,62592,,,06073,6073
2020-08-30,1958,6005,1742,276,861,643,,,5397,1636930,135407,1640570,60746,,,06073,6073
2020-08-31,1953,6005,1739,276,856,643,,,5550,1661311,132436,1618076,58859,,,06073,6073
2020-09-01,1945,6005,1733,276,849,643,,,5703,1684916,129310,1596390,56940,,,06073,6073
2020-09-02,1933,6005,1724,276,842,643,,,5855,1707736,126055,1575508,55002,,,06073,6073
2020-09-03,1919,6005,1713,276,832,643,,,6005,1729766,122683,1555430,53050,,,06073,6073
2020-09-04,1902,6005,1699,276,822,643,,,6154,1751002,119219,1536144,51099,,,06073,6073
2020-09-05,1883,6005,1683,276,810,643,,,6301,1771445,115674,1517646,49155,,,06073,6073
2020-09-06,1861,6005,1665,276,798,643,,,6447,1791100,112072,1499917,47228,,,06073,6073
2020-09-07,1837,6005,1645,276,784,643,,,6590,1809972,108424,1482950,45323,,,06073,6073
2020-09-08,1810,6005,1623,276,770,643,,,6731,1828081,104758,1466714,43451,,,06073,6073
2020-09-09,1782,6005,1599,276,755,643,,,6870,1845432,101083,1451201,41614,,,06073,6073
2020-09-10,1752,6005,1573,276,739,643,,,7006,1862031,97404,1436402,39813,,,06073,6073
2020-09-11,1720,6005,1546,276,722,643,,,7139,1877912,93748,1422277,38057,,,06073,6073
2020-09-12,1687,6005,1517,276,705,643,,,7270,1893081,90122,1408819,36346,,,06073,6073
2020-09-13,1652,6005,1487,276,687,643,,,7398,1907550,86539,1396021,34675,,,06073,6073
2020-09-14,1616,6005,1456,276,669,643,,,7523,1921354,83025,1383852,33040,,,06073,6073
2020-09-15,1579,6005,1424,276,650,643,,,7645,1934503,79568,1372282,31461,,,06073,6073
2020-09-16,1542,6005,1392,276,631,643,,,7764,1947020,76177,1361288,29938,,,06073,6073
2020-09-17,1503,6005,1358,276,613,643,,,7879,1958927,72862,1350848,28471,,,06073,6073
2020-09-18,1464,6005,1325,276,594,643,,,7992,1970247,69629,1340940,27058,,,06073,6073
2020-03-03,0,228,0,9,0,23,,,0,1421,443,133909,217,1,,06023,6023
2020-03-04,1,228,1,9,0,23,,,0,1510,441,133823,214,1,,06023,6023
2020-03-05,1,228,1,9,0,23,,,0,1597,438,133739,212,1,,06023,6023
2020-03-06,1,228,1,9,0,23,,,0,1683,435,133655,210,1,,06023,6023
2020-03-07,1,228,1,9,0,23,,,0,1768,432,133572,208,1,,06023,6023
2020-03-08,1,228,1,9,0,23,,,0,1852,428,133489,206,1,,06023,6023
2020-03-09,1,228,1,9,0,23,,,0,1936,425,133407,204,1,,06023,6023
2020-03-10,1,228,1,9,0,23,,,0,2019,421,133326,202,1,,06023,6023
