county,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
California,2020-04-19,2548.2,2347.5,2780.3,729.5,686,768.2,659.2,621.5,689.3,352.8,295,456.5,102.4,92.5,118.3,0,0,0,0,0,0,37,37,37,1177,1177,1177,73.3276469454199,73.3276469454199,73.3276469454199,1165.72699878228,1165.72699878228,1165.72699878228,observed,-51.95924350738,observed,19263.2093116454,940.000000000004,8995.46034616863,7810.98024958914,10309.2320048152
California,2020-04-20,2580.9,2386.5,2848.5,741.2,698,783.4,668.9,631,708,351.7,297.5,448.4,102.8,93,115.4,0,0,0,0,0,0,48,48,48,1225,1225,1225,74.3819938516701,74.3819938516701,74.3819938516701,1240.10899263395,1240.10899263395,1240.10899263395,observed,-51.8359597851798,observed,21678.5573010007,2255.00000000002,8922.33254903449,7746.82069120465,10242.5643334916
California,2020-04-21,2608.6,2410.5,2844.4,750.9,706.5,787.9,676.9,637.5,710.8,352.6,292.5,456.5,102.8,93.5,117.8,0,0,0,0,0,0,57,57,57,1282,1282,1282,75.24657891109,75.24657891109,75.24657891109,1315.35557154504,1315.35557154504,1315.35557154504,observed,-51.7071719500939,observed,24444.3255720008,1779,8848.71631471678,7688.18120567471,10184.4444508591
California,2020-04-22,2630.4,2432.5,2869.3,759.3,714.5,803.9,683.5,643.5,717,352,295,462,103.2,93,116.9,0,0,0,0,0,0,139,139,139,1421,1421,1421,75.9321872595301,75.9321872595301,75.9321872595301,1391.28775880457,1391.28775880457,1391.28775880457,observed,-51.5488564059092,observed,27361.6950566004,1878.99999999999,8775.20992559905,7605.52505351667,10078.1771062092
California,2020-04-23,2646.2,2444.5,2864.1,765.7,719.5,811,688.7,648,721.6,351.6,292,445.6,103.1,92.5,120.3,0,0,0,0,0,0,112,112,112,1533,1533,1533,76.45099658862,76.45099658862,76.45099658862,1467.73875539319,1467.73875539319,1467.73875539319,observed,-51.3439721297689,observed,30142.3045258899,2216.99999999999,8702.32696483903,7540.91818154571,9976.08773352073
California,2020-04-24,2657.2,2461,2909.8,771.2,725.5,828.6,693.1,652.5,735,351.7,292.5,451.8,103.3,93.5,115.5,0,0,0,0,0,0,88,88,88,1621,1621,1621,76.8158100048599,76.8158100048599,76.8158100048599,1544.55456539805,1544.55456539805,1544.55456539805,observed,-51.084570060132,observed,32467.5146850276,1794.00000000002,8630.51161572642,7487.77307999558,9876.42611213553
California,2020-04-25,2663.9,2455.5,2943.1,774.3,728.5,826,694.9,654,737,348.8,289,443.4,102.1,92.5,118.9,0,0,0,0,0,0,68,68,68,1689,1689,1689,77.04007038132,77.04007038132,77.04007038132,1621.59463577937,1621.59463577937,1621.59463577937,observed,-50.7724012953177,observed,34077.7390080102,1013,8560.15346589676,7440.97732951079,9788.58369978741
California,2020-04-26,2665.5,2466,2912.1,776.3,729.5,820,696.1,655.5,738.6,348.2,288,453.5,102,92,116.3,0,0,0,0,0,0,36,36,36,1725,1725,1725,77.13724470479,77.13724470479,77.13724470479,1698.73188048416,1698.73188048416,1698.73188048416,observed,-50.4164905385396,observed,34855.6962926917,1189.99999999999,8491.6060611064,7386.95969327068,9708.53142559529
California,2020-04-27,2667.8,2462.5,2973,777.8,731.5,826.1,697,656.5,734.4,348.6,290.5,446.9,102.1,93,115.9,0,0,0,0,0,0,54,54,54,1779,1779,1779,77.1194318724499,77.1194318724499,77.1194318724499,1775.85131235661,1775.85131235661,1775.85131235661,observed,-50.0286886933489,observed,34861.1802298391,1408.00000000001,8425.20077245102,7358.09165329952,9622.43638786563
California,2020-04-28,2662.5,2455.5,2922.5,777.4,731,829,696.1,655.5,736.3,342.9,279.5,431,100.7,90.5,112.4,0,0,0,0,0,0,85,85,85,1864,1864,1864,76.9985353781401,76.9985353781401,76.9985353781401,1852.84984773475,1852.84984773475,1852.84984773475,observed,-49.6235460859412,observed,34299.1744388175,1197.99999999998,8361.25344846778,7337.95898449729,9544.6576256494
California,2020-04-29,2655.3,2442,2907.3,776.6,730,826.5,694.9,655.5,738.5,340.7,281,448.1,100.8,91,113.3,0,0,0,0,0,0,82,82,82,1946,1946,1946,76.7863475399299,76.7863475399299,76.7863475399299,1929.63619527468,1929.63619527468,1929.63619527468,observed,-49.2196636792739,observed,33444.098591948,2583.00000000004,8300.06465698775,7288.90001454457,9464.27664199353
California,2020-04-30,2646.5,2442.4,2897.5,774.6,726.5,825.9,692.5,650.5,737.8,339.8,281.5,450.6,99.8,89.5,114.3,0,0,0,0,0,0,85,85,85,2031,2031,2031,76.49426333462,76.49426333462,76.49426333462,2006.1304586093,2006.1304586093,2006.1304586093,observed,-48.8382014414069,observed,32561.9940144728,1382.99999999998,8241.92632200845,7246.08396009516,9374.08971749227
California,2020-05-01,2636.8,2426.5,2867,772.9,724.5,823.7,690.6,651,735,338.5,280.5,419.9,99.3,90,111.2,0,0,0,0,0,0,95,95,95,2126,2126,2126,76.1326756092001,76.1326756092001,76.1326756092001,2082.2631342185,2082.2631342185,2082.2631342185,observed,-48.5000985097813,observed,31859.8612512693,1896.00000000001,8187.12880570211,7220.16355058156,9302.45136480607
California,2020-05-02,2625.4,2410.5,2867.4,769.8,723,820.3,687.4,647.5,731.5,335.8,277.5,432.4,98.3,88.5,117.6,0,0,0,0,0,0,54,54,54,2180,2180,2180,75.7114772620598,75.7114772620598,75.7114772620598,2157.97461148056,2157.97461148056,2157.97461148056,observed,-48.2226486130745,observed,31465.8599969336,1321.00000000001,8135.967047473,7170.10344107482,9242.95067082933
California,2020-05-03,2606.4,2396,2804.3,765,718.5,814.8,682.8,643,725,328,272,425.4,97,87,109.2,0,0,0,0,0,0,36,36,36,2216,2216,2216,75.2403265897001,75.2403265897001,75.2403265897001,2233.21493807026,2233.21493807026,2233.21493807026,observed,-48.0141566657908,observed,31430.8390395346,1555.99999999998,8088.73622068356,7113.21229702227,9163.92959552845
California,2020-05-04,2588.7,2380,2790.1,761.3,715,810.8,679.2,639.5,722.7,328.7,272,424.8,97.1,87.5,110.1,0,0,0,0,0,0,62,62,62,2278,2278,2278,74.7285981806399,74.7285981806399,74.7285981806399,2307.9435362509,2307.9435362509,2307.9435362509,observed,-47.867994745586,observed,31741.333249067,981.000000000022,8045.72702085274,7072.40927059071,9115.4407955462
California,2020-05-05,2570.8,2362,2779.4,756,709,798,674.3,635.5,709,324.7,270,430.2,95.8,86.5,108.7,0,0,0,0,0,0,103,103,103,2381,2381,2381,74.1852095231902,74.1852095231902,74.1852095231902,2382.12874577409,2382.12874577409,2382.12874577409,observed,-47.7639410376642,observed,32339.3946895857,2571.99999999997,8007.22828952734,7012.55584399465,9100.64270784733
California,2020-05-06,2557.1,2359.9,2791,751.3,705.5,796.4,670,631,708.4,326.1,271.5,423.8,95.2,86,107.3,0,0,0,0,0,0,83,83,83,2464,2464,2464,73.61836395002,73.61836395002,73.61836395002,2455.74710972411,2455.74710972411,2455.74710972411,observed,-47.6764173542569,observed,33146.1243049698,2160.00000000002,7973.52854907825,6932.92423647372,9099.78192861756
California,2020-05-07,2537.7,2338.9,2779.4,745.4,699.5,789.4,664.4,624,702.3,321,262.5,415.8,94.3,85,106.1,0,0,0,0,0,0,71,71,71,2535,2535,2535,73.03502249547,73.03502249547,73.03502249547,2528.78213221958,2528.78213221958,2528.78213221958,observed,-47.5813947429594,observed,34084.333960296,1531.99999999999,7944.92359575048,6905.55330060174,9083.81598609923
California,2020-05-08,2514.8,2312.5,2738.4,739.3,693,779.4,659,618.5,691.9,315.2,257.5,401.6,93,84,104.7,0,0,0,0,0,0,78,78,78,2613,2613,2613,72.4415791226302,72.4415791226302,72.4415791226302,2601.22371134221,2601.22371134221,2601.22371134221,observed,-47.4605045908288,observed,35094.0847957535,1630.99999999999,7921.72840516864,6860.34340249992,9109.32183675538
California,2020-05-09,2495.2,2297,2725.9,734.6,688,778.1,654.6,615,688.7,316.3,263,418,93.1,83.5,110,0,0,0,0,0,0,74,74,74,2687,2687,2687,71.8437461318399,71.8437461318399,71.8437461318399,2673.06745747405,2673.06745747405,2673.06745747405,observed,-47.3015540242464,observed,36137.6973169906,2779.00000000002,7904.28287533279,6802.49877395024,9137.2431638558
California,2020-05-10,2475.9,2285,2715.6,728.4,682.5,767.5,648.9,609,677.6,310.4,255,398.1,91.8,82,104.1,0,0,0,0,0,0,29,29,29,2716,2716,2716,71.24651759482,71.24651759482,71.24651759482,2744.31397506887,2744.31397506887,2744.31397506887,observed,-47.0949549336819,observed,37195.9160925544,1042.00000000001,7892.95232566419,6771.12489367428,9105.49756096185
California,2020-05-11,2457,2268.4,2711.2,722.9,677.5,761.7,644.1,605.5,680.5,310.6,254.5,414.4,91.1,82,105.1,0,0,0,0,0,0,63,63,63,2779,2779,2779,70.6539845480597,70.6539845480597,70.6539845480597,2814.96795961693,2814.96795961693,2814.96795961693,observed,-46.8288063849526,observed,38260.5642852324,1729,7888.12846785975,6764.72301920903,9114.07109264494
California,2020-05-12,2437,2232.5,2693.8,716.5,672,755.5,638.4,601,672.9,306.6,253,411.1,90.3,81.5,104.7,0,0,0,0,0,0,100,100,100,2879,2879,2879,70.0694710685202,70.0694710685202,70.0694710685202,2885.03743068545,2885.03743068545,2885.03743068545,observed,-46.4908174562666,observed,39328.2672787981,1649.00000000001,7890.22846833345,6733.38978110984,9156.49219688112
California,2020-05-13,2414.7,2218.9,2638.1,710.7,667,756.7,633.4,596.5,669.7,304.4,250,410.9,89.9,80.5,101.7,0,0,0,0,0,0,78,78,78,2957,2957,2957,69.4959536870001,69.4959536870001,69.4959536870001,2954.53338437245,2954.53338437245,2954.53338437245,observed,-46.0748811887641,observed,40397.022507834,1819.99999999994,7899.69166672574,6703.24006955098,9182.27501972578
California,2020-05-14,2395.1,2197.4,2602.9,705.3,663,745.3,628.7,592,666.1,302.5,250.5,389.5,88.8,79.5,101.6,0,0,0,0,0,0,95,95,95,3052,3052,3052,68.9362867026198,68.9362867026198,68.9362867026198,3023.46967107507,3023.46967107507,3023.46967107507,observed,-45.58336438843,observed,41465.0265365215,2073.00000000001,7916.98029571398,6711.20726909888,9180.22702047034
California,2020-05-15,2381.7,2183.5,2620.2,699.9,656.5,739.7,623.8,586.5,658.5,304.2,247,395.2,88.7,79.5,102.1,0,0,0,0,0,0,84,84,84,3136,3136,3136,68.3932137570901,68.3932137570901,68.3932137570901,3091.86288483216,3091.86288483216,3091.86288483216,observed,-45.0273086650528,observed,42530.5600421069,1822,7942.58302165523,6728.18103977333,9207.30000640688
California,2020-05-16,2365.9,2166,2589.3,695.5,652.5,738.6,620.1,583,657.1,301.7,249,391.2,88.5,80,107,0,0,0,0,0,0,72,72,72,3208,3208,3208,67.86930355804,67.86930355804,67.86930355804,3159.7321883902,3159.7321883902,3159.7321883902,observed,-44.4276475614727,observed,43591.9683021822,2032.00000000003,7977.01951533458,6782.80727891858,9266.1416723733
California,2020-05-17,2350.2,2157.5,2563.4,689.9,647,743.6,615.1,578.5,663.7,297.4,242.5,376.7,87.4,78,100.1,0,0,0,0,0,0,32,32,32,3240,3240,3240,67.3669661835802,67.3669661835802,67.3669661835802,3227.09915457378,3227.09915457378,3227.09915457378,observed,-43.8125432362798,observed,44647.1203763069,1440.99999999996,8020.84545256802,6800.37419402345,9284.4024311503
California,2020-05-18,2336,2145.5,2547,685.6,643,745.7,611.4,574.5,663.4,297.7,243.5,394.9,87.5,78.5,100.6,0,0,0,0,0,0,39,39,39,3279,3279,3279,66.8887049745699,66.8887049745699,66.8887049745699,3293.98785954835,3293.98785954835,3293.98785954835,observed,-43.2096767080485,observed,45691.9571271262,1291.00000000004,8074.65805069562,6910.90458097177,9335.48104264921
California,2020-05-19,2323.3,2125.5,2518.2,681.9,639.5,732.3,608,571,654,296.2,244.5,380.5,87.3,78.5,99.6,0,0,0,0,0,0,124,124,124,3403,3403,3403,66.4370158265497,66.4370158265497,66.4370158265497,3360.4248753749,3360.4248753749,3360.4248753749,observed,-42.6422924143037,observed,46718.2644361854,2294.99999999997,8138.91437055892,6987.82741579377,9381.31573490627
California,2020-05-20,2308.8,2121.4,2558.6,677.7,636.5,722.1,604.5,569.5,642.7,291.2,240,382.9,86,76.5,98,0,0,0,0,0,0,94,94,94,3497,3497,3497,66.0143004497704,66.0143004497704,66.0143004497704,3426.43917582467,3426.43917582467,3426.43917582467,observed,-42.1296613236534,observed,47711.6976309979,2244.99999999997,8212.3330350556,7100.41987931718,9438.5989055298
California,2020-05-21,2298.1,2114.9,2528.5,673.8,633,713.2,601.1,566,634.7,294.4,241,399.6,86,77.5,99.5,0,0,0,0,0,0,86,86,86,3583,3583,3583,65.6229634868996,65.6229634868996,65.6229634868996,3492.06213931157,3492.06213931157,3492.06213931157,observed,-41.6855414839568,observed,48651.8478241724,2034.00000000006,8293.14952010275,7205.81323251159,9470.18976569453
California,2020-05-22,2284.3,2095.4,2498.3,669.7,627.5,716.2,597.6,563,627.7,292.6,239,378,85.9,77,99.8,0,0,0,0,0,0,83,83,83,3666,3666,3666,65.2653999285903,65.2653999285903,65.2653999285903,3557.32753924016,3557.32753924016,3557.32753924016,observed,-41.3156461700353,observed,49515.7221091927,2221,8379.47760587972,7327.27182901594,9557.90727551656
California,2020-05-23,2274.7,2082,2538.4,666.5,624.5,711.6,595.1,560,631.9,292.8,239.5,387,85.6,77,99,0,0,0,0,0,0,72,72,72,3738,3738,3738,64.9439871773698,64.9439871773698,64.9439871773698,3622.27152641753,3622.27152641753,3622.27152641753,observed,-41.0150450263853,observed,50284.1206031622,2286.99999999996,8469.26172569156,7437.16845071302,9672.24582833768
California,2020-05-24,2268,2072.9,2492.1,664.5,622,714.7,593.3,557,628,292.9,240,389.3,86,77,99.5,0,0,0,0,0,0,16,16,16,3754,3754,3754,64.66109458447,64.66109458447,64.66109458447,3686.932621002,3686.932621002,3686.932621002,observed,-40.766517633455,observed,50947.9303544786,1481.00000000006,8560.41987129929,7486.11301498502,9820.13575929497
California,2020-05-25,2262.2,2075.9,2477.8,661.7,619,708.2,591.1,555,624.5,293.7,239.5,374.5,85.5,77,97,0,0,0,0,0,0,15,15,15,3769,3769,3769,64.4190909318399,64.4190909318399,64.4190909318399,3751.35171193384,3751.35171193384,3751.35171193384,observed,-40.5359162905848,observed,51510.5694762824,2379.99999999997,8644.30345217994,7532.26502292494,9967.16514431362
California,2020-05-26,2256.9,2065,2484.4,660.7,618.5,703.1,590.3,554.5,620.1,292,241.5,378.6,85.7,76.5,99.1,0,0,0,0,0,0,50,50,50,3819,3819,3819,64.2203690843903,64.2203690843903,64.2203690843903,3815.57208101823,3815.57208101823,3815.57208101823,observed,-40.2818073938067,observed,51984.7908901782,2986.99999999999,8729.19073923506,7556.76559871859,10151.1671102342
California,2020-05-27,2255.6,2065.5,2466.9,659.7,617.5,700.2,589.7,553.5,624,292,240,388.9,85.8,76.5,98.6,0,0,0,0,0,0,76,76,76,3895,3895,3895,64.0675713464198,64.0675713464198,64.0675713464198,3879.63965236465,3879.63965236465,3879.63965236465,observed,-39.9772413174646,observed,52385.8286375271,1663.00000000003,8817.77637796532,7557.76422356535,10370.0301021028
California,2020-05-28,2253.3,2065.5,2516.5,658.7,616.5,701.2,588.9,553.5,620.5,293.2,239.5,371.1,85.6,76.5,98.6,0,0,0,0,0,0,98,98,98,3993,3993,3993,63.9637490789701,63.9637490789701,63.9637490789701,3943.60340144362,3943.60340144362,3943.60340144362,observed,-39.6144191972408,observed,52725.338797146,2762.99999999994,8908.25842016441,7568.84607682158,10581.8061946766
California,2020-05-29,2256.3,2065.9,2492.5,658.6,617.5,704.6,589.2,553.5,623.3,297.3,240.5,399.9,86.4,77.5,98.1,0,0,0,0,0,0,84,84,84,4077,4077,4077,63.9122105616702,63.9122105616702,63.9122105616702,4007.51561200529,4007.51561200529,4007.51561200529,observed,-39.203964735513,observed,53009.8476280961,2809.00000000007,8997.65436789295,7596.16347821224,10819.0893583037
California,2020-05-30,2260.2,2072.5,2494,658.9,618,708.4,589.7,555,622.3,297.8,246,394.5,86.7,78,103,0,0,0,0,0,0,67,67,67,4144,4144,4144,63.9164208130896,63.9164208130896,63.9164208130896,4071.43203281838,4071.43203281838,4071.43203281838,observed,-38.7698172871293,observed,53243.9121154004,3272.99999999993,9094.66212821167,7594.48379581496,11034.0557871506
California,2020-05-31,2262.9,2084,2497.7,659.2,617.5,708.2,590.3,555,622.6,296.5,243,401.9,86.7,78,99.1,0,0,0,0,0,0,28,28,28,4172,4172,4172,63.9799911246305,63.9799911246305,63.9799911246305,4135.41202394301,4135.41202394301,4135.41202394301,observed,-38.3381909519523,observed,53434.7428006505,2056.00000000004,9191.76850790903,7555.79517086148,11247.4640637783
California,2020-06-01,2270.6,2086.5,2502.9,661,619.5,702.8,592.2,557,629.3,302.4,248.5,379.5,88.1,79,105,0,0,0,0,0,0,45,45,45,4217,4217,4217,64.1067101950393,64.1067101950393,64.1067101950393,4199.51873413805,4199.51873413805,4199.51873413805,observed,-37.9301449403074,observed,53594.1808027723,2782.00000000001,9286.33754689184,7581.42112624813,11539.0168030873
California,2020-06-02,2277.6,2089.5,2505.7,662.9,621.5,704.1,594.1,558.5,625.2,300.1,248,399.9,88,79,101,0,0,0,0,0,0,88,88,88,4305,4305,4305,64.3005780843005,64.3005780843005,64.3005780843005,4263.81931222235,4263.81931222235,4263.81931222235,observed,-37.5590664325873,observed,53736.2819245638,2481.99999999999,9372.29432511775,7567.85112404823,11718.7356144069
California,2020-06-03,2291.1,2109.5,2522.8,666,624.5,704.7,597.2,561.5,631.4,306.2,252,398.9,89.1,80,104.1,0,0,0,0,0,0,69,69,69,4374,4374,4374,64.5658426176497,64.5658426176497,64.5658426176497,4328.38515484,4328.38515484,4328.38515484,observed,-37.2302052443743,projected,54156.0901616742,2132.99999999997,9454.47396500911,7573.65478248894,12012.6279446593
California,2020-06-04,2306.7,2125.9,2508.4,669.4,625.5,713,600.6,565,634.8,310.6,255.5,398.9,90.2,81.5,103.6,0,0,0,0,0,0,70,70,70,4444,4444,4444,64.9070387727797,64.9070387727797,64.9070387727797,4393.29219361278,4393.29219361278,4393.29219361278,observed,-36.9406518148348,projected,54575.8983987847,2820.00000000001,9533.13425380403,7527.8283813782,12181.3447869603
California,2020-06-05,2324,2142,2521.1,674,630.5,717.3,605,569.5,644.2,314.9,256,397.5,91.3,82,104.1,0,0,0,0,0,0,85,85,85,4529,4529,4529,65.3290318036206,65.3290318036206,65.3290318036206,4458.6212254164,4458.6212254164,4458.6212254164,observed,-36.681100149673,projected,54995.7066358951,3570.00000000006,9592.03207897019,7507.5982026672,12458.2337784914
California,2020-06-06,2340.1,2155,2581.7,678.9,636.5,728.6,609.6,575,649.8,313.9,259.5,390,91.9,83,104.7,0,0,0,0,0,0,77,77,77,4606,4606,4606,65.8370651349196,65.8370651349196,65.8370651349196,4524.45829055132,4524.45829055132,4524.45829055132,observed,-36.4429552256565,projected,55415.5148730056,2855,9630.22655897579,7485.20563492514,12651.4674504105
California,2020-06-07,2361.3,2166.5,2601.5,684.2,641,727.9,614.6,578.5,647.7,318.7,264.5,402.6,92.9,83.5,105.2,0,0,0,0,0,0,26,26,26,4632,4632,4632,66.4368144371201,66.4368144371201,66.4368144371201,4590.89510498844,4590.89510498844,4590.89510498844,projected,-36.4429552256565,projected,55835.323110116,2021.99999999996,9645.24667766652,7448.03173113037,12766.2373221388
California,2020-06-08,2384,2193.5,2615.6,690.6,648,732.2,620.7,584.5,658.1,324.7,269,418.7,94.2,84.5,108.7,0,0,0,0,0,0,25,25,25,4657,4657,4657,67.1268288397805,67.1268288397805,67.1268288397805,4658.02193382822,4658.02193382822,4658.02193382822,projected,-36.4429552256565,projected,56255.1313472261,3200.99999999997,9637.00504947672,7395.91512574758,12887.5226700936
California,2020-06-09,2409.2,2208.5,2638.3,696.1,649,741.9,625.9,586.5,662.8,325.9,251,428.2,94.4,79,119.2,0,0,0,0,0,0,88,88,88,4745,4745,4745,67.8410681837395,67.8410681837395,67.8410681837395,4725.86300201196,4725.86300201196,4725.86300201196,projected,-36.4429552256565,projected,56674.9395843365,2824.99999999997,9619.44131620121,7328.5043822011,13035.8719418488
California,2020-06-10,2433.2,2214,2699.3,702,652,756.1,631.4,587,682.4,330.4,253.5,445.4,95.7,80.5,128,0,0,0,0,0,0,109,109,109,4854,4854,4854,68.5628720713103,68.5628720713103,68.5628720713103,4794.42587408327,4794.42587408327,4794.42587408327,projected,-36.4429552256565,projected,57094.7478214469,3074.00000000012,9602.95912919191,7262.37785077579,13124.4690762274
California,2020-06-11,2455.5,2199,2783.3,708.4,651.5,785.1,637.1,584.5,711.1,332.7,255,474.2,96.9,81,124.1,0,0,0,0,0,0,80,80,80,4934,4934,4934,69.29232818122,69.29232818122,69.29232818122,4863.71820226449,4863.71820226449,4863.71820226449,projected,-36.4429552256565,projected,57514.5560585574,3661.99999999997,9589.87883282557,7189.99607796017,13269.0993972139
California,2020-06-12,2479.3,2182.5,2997.2,715.5,644,828.8,643.5,577,754.7,337.5,256.5,532.5,97.8,79,131.3,0,0,0,0,0,0,44,44,44,4978,4978,4978,70.0295255087294,70.0295255087294,70.0295255087294,4933.74772777322,4933.74772777322,4933.74772777322,projected,-36.4429552256565,projected,57934.3642956678,3281.99999999991,9562.13984161186,7135.59211051874,13425.0025174642
California,2020-06-13,2504.9,2150.5,3184.2,722.6,636,876.5,649.9,569.5,802.5,339.4,255,500.9,99,79,136.7,0,0,0,0,0,0,98,98,98,5076,5076,5076,70.7745543923702,70.7745543923702,70.7745543923702,5004.52228216559,5004.52228216559,5004.52228216559,projected,-36.4429552256565,projected,58354.1725327783,3359.00000000003,9519.53712533888,7047.75109298397,13540.518558901
California,2020-06-14,2530.9,2121.4,3397.7,729.2,628,938.2,656,559.5,858.9,344,256.5,512,99.8,78,155.5,0,0,0,0,0,0,71.2904209306308,61.4113756853682,83.0165603974101,5075.81270309622,5065.93365785096,5087.538842563,71.2904209306308,61.4113756853682,83.0165603974101,5075.81270309622,5065.93365785096,5087.538842563,projected,-36.4429552256565,projected,58773.9807698887,,9471.44265980376,6957.66732928734,13579.1378879756
California,2020-06-15,2556.1,2103.4,3688.9,736.8,628,987,662.8,559,901.5,347.9,254.5,587.6,101.1,79,163.2,0,0,0,0,0,0,72.0940375455081,61.6342903540052,84.3923356362776,5147.90674064173,5127.62679598204,5172.18348041886,72.0940375455081,61.6342903540052,84.3923356362776,5147.90674064173,5127.62679598204,5172.18348041886,projected,-36.4429552256565,projected,59193.7890069991,,9418.00687909244,6861.07008953653,13644.6324662136
California,2020-06-16,2582.7,2112.8,3857.3,744.3,627.5,1022.7,669.4,559.5,934.4,351,258.5,541.5,101.9,79,159.4,0,0,0,0,0,0,72.8867839413511,61.4085502491486,86.7632310400398,5220.79352458308,5189.48025685855,5257.71180709316,72.8867839413511,61.4085502491486,86.7632310400398,5220.79352458308,5189.48025685855,5257.71180709316,projected,-36.4429552256565,projected,59613.5972441096,,9359.3004359384,6757.86982750483,13630.7418507552
California,2020-06-17,2607.1,2094.4,4050.1,751.8,628,1063,676,560.5,971.8,353.1,254.9,571.1,102.7,78.5,166.6,0,0,0,0,0,0,73.6771512744146,61.5638726511014,88.5551883641394,5294.47067585749,5250.95998152655,5347.37721325948,73.6771512744146,61.5638726511014,88.5551883641394,5294.47067585749,5250.95998152655,5347.37721325948,projected,-36.4429552256565,projected,60033.40548122,,9303.93208962364,6658.73086693995,13619.564139119
California,2020-06-18,2631.8,2100.9,4160.9,758.9,626.5,1104.2,682.3,558,1012.9,355.9,252.5,544.2,103.3,78.5,166.2,0,0,0,0,0,0,74.4408009467064,61.4079697616014,90.730846742788,5368.9114768042,5311.83081530865,5437.94151994479,74.4408009467064,61.4079697616014,90.730846742788,5368.9114768042,5311.83081530865,5437.94151994479,projected,-36.4429552256565,projected,60453.2137183305,,9253.41203503338,6564.83883319832,13703.8218998458
California,2020-06-19,2651.3,2103.4,4259.2,765.4,623.5,1142.7,688.1,557.5,1048.5,354.9,254,543.5,103.9,77,167.2,0,0,0,0,0,0,75.1859968135604,61.24886726147,92.3136266707698,5444.09747361776,5374.02153910659,5529.21640134582,75.1859968135604,61.24886726147,92.3136266707698,5444.09747361776,5374.02153910659,5529.21640134582,projected,-36.4429552256565,projected,60873.0219554409,,9191.98114805374,6464.45307138264,13735.9433342054
California,2020-06-20,2670.2,2086.9,4385.1,771.2,618.5,1188.7,693.1,555.4,1089,356.3,253,557.2,104.1,77.5,169.6,0,0,0,0,0,0,75.9138717987219,61.6172371149998,94.7428374827461,5520.01134541648,5435.86511742606,5624.57986081179,75.9138717987219,61.6172371149998,94.7428374827461,5520.01134541648,5435.86511742606,5624.57986081179,projected,-36.4429552256565,projected,61292.8301925513,,9118.35371791556,6357.17340430152,13718.3894033527
California,2020-06-21,2684.7,2087,4403.6,776.5,615.5,1217.7,697.5,551,1112.7,356.1,251.5,581.7,104.6,77,164.7,0,0,0,0,0,0,76.5828802031962,61.5663865732286,96.6491588694449,5596.59422561968,5496.70833620644,5723.23474333567,76.5828802031962,61.5663865732286,96.6491588694449,5596.59422561968,5496.70833620644,5723.23474333567,projected,-36.4429552256565,projected,61712.6384296618,,9039.98759811663,6258.45137800369,13691.6339873049
California,2020-06-22,2694.9,2073.7,4335.9,780.8,611.9,1241,701,547.5,1137.3,355.6,248.5,563.6,104.1,76.5,162.7,0,0,0,0,0,0,77.0999624644527,61.5694161671164,98.2116242622594,5673.69418808413,5557.37840155293,5822.37269982759,77.0999624644527,61.5694161671164,98.2116242622594,5673.69418808413,5557.37840155293,5822.37269982759,projected,-36.284414389473,projected,62132.4466667722,,8966.31348225728,6173.71363411956,13669.8672779225
California,2020-06-23,2701.7,2061.2,4371.6,784.1,607.5,1259.5,703.5,542.5,1151.6,355.4,247.5,581.2,104.1,75.5,167.1,0,0,0,0,0,0,77.511776951812,61.2201242729306,99.5019287754135,5751.20596503594,5617.87285529548,5919.09318455397,77.511776951812,61.2201242729306,99.5019287754135,5751.20596503594,5617.87285529548,5919.09318455397,projected,-36.1165978441778,projected,62552.2549038827,,8898.30141624753,6094.80732768662,13654.4667645845
California,2020-06-24,2704.2,2038.3,4361.3,786.1,602.5,1274.2,705.1,536,1148.5,353,238,577.3,103.8,75,165.2,0,0,0,0,0,0,77.7835271582269,60.6623115899629,101.251908741791,5828.98949219417,5678.60745603789,6022.11614587339,77.7835271582269,60.6623115899629,101.251908741791,5828.98949219417,5678.60745603789,6022.11614587339,projected,-35.9393001481232,projected,62972.0631409931,,8835.16553590313,6020.06786445137,13671.1913149098
California,2020-06-25,2702.2,2029.5,4406.5,787.5,597,1264.7,706,532,1142,351,246,589.6,103.4,74,166,0,0,0,0,0,0,77.9015047199223,60.3398181509517,102.76848559473,5906.89099691409,5739.62399992235,6128.02023616722,77.9015047199223,60.3398181509517,102.76848559473,5906.89099691409,5739.62399992235,6128.02023616722,projected,-35.7523280109324,projected,63391.8713781035,,8779.25076059094,5950.82918858416,13766.8921729008
